Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
W,Jaffer,25,38.45,3591,49.26,Right-hand bat,11.0,9.00,33.0,1.63,rob,
G,Gambhir,14,32.95,1172,59.04,Left-hand bat,-,-,-,-,rls,
R,Dravid,115,55.97,22832,42.40,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SC,Ganguly,99,43.17,12484,50.83,Left-hand bat,488.2,49.46,91.5,3.24,rm,
VVS,Laxman,86,44.10,10856,48.74,Right-hand bat,44.0,53.50,132.0,2.43,rob,
Yuvraj,Singh,20,37.07,1783,56.14,Left-hand bat,33.0,36.66,66.0,3.33,lo,
KD,Karthik,19,32.10,1869,49.81,Right-hand bat,-,-,-,-,-,
IK,Pathan,26,30.90,1847,51.86,Left-hand bat,890.2,31.65,58.0,3.27,lmf,
A,Kumble,121,18.06,5737,39.04,Right-hand bat,6295.3,28.66,64.6,2.65,rls,
Harbhajan,Singh,60,15.71,1462,67.71,Right-hand bat,2679.5,30.43,64.8,2.81,rob,
I,Sharma,2,-,4,0.00,Right-hand bat,52.1,31.50,52.1,3.62,rfm,
Salman,Butt,19,29.08,2230,46.95,Left-hand bat,21.5,95.00,131.0,4.35,rob,
Yasir,Hameed,23,34.52,2514,57.67,Right-hand bat,12.0,-,-,6.00,-,
Younis,Khan,58,49.14,8958,53.76,Right-hand bat,50.0,101.50,150.0,4.06,-,
Mohammad,Yousuf,79,55.49,12875,52.58,Right-hand bat,1.0,-,-,3.00,rob,
Misbah-ul-Haq,,10,41.93,1679,39.96,Right-hand bat,-,-,-,-,rls,
Faisal,Iqbal,21,25.62,1977,45.37,Right-hand bat,1.0,-,-,7.00,rob,
Kamran,Akmal,38,31.86,3195,60.84,Right-hand bat,-,-,-,-,-,
Yasir,Arafat,1,22.00,72,61.11,Right-hand bat,52.3,30.00,45.0,4.00,rfm,
Mohammad,Sami,33,12.05,1495,30.63,Right-hand bat,1164.0,51.37,86.2,3.57,rf,
Shoaib,Akhtar,46,10.07,1313,41.43,Right-hand bat,1357.1,25.69,45.7,3.37,rf,
Danish,Kaneria,51,6.84,545,47.70,Right-hand bat,2499.0,33.90,68.1,2.98,rls,
