Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,48,40.35,5994,56.55,Right-hand bat,658.5,33.90,76.0,2.67,rob,
Shan,Masood,8,24.50,859,45.63,Left-hand bat,-,-,-,-,rmf,
Azhar,Ali,46,42.67,8571,40.33,Right-hand bat,57.0,53.50,85.5,3.75,rls,
Younis,Khan,105,53.64,17511,52.38,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,62,49.07,10057,44.40,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,42,43.85,5819,46.72,Right-hand bat,14.0,51.00,84.0,3.64,rob,
Rahat,Ali,15,7.53,268,36.56,Right-hand bat,498.4,35.56,68.0,3.13,lfm,
Sarfaraz,Ahmed,22,45.53,1835,74.44,Right-hand bat,-,-,-,-,rob,
Wahab,Riaz,16,7.84,398,37.43,Right-hand bat,471.3,35.15,62.8,3.35,lf,
Mohammad,Amir,15,12.12,1036,28.08,Left-hand bat,513.4,29.40,57.0,3.09,lf,
Yasir,Shah,13,12.64,350,50.57,Right-hand bat,673.4,23.00,47.0,2.93,rls,
AN,Cook,130,46.87,22052,46.54,Left-hand bat,3.0,7.00,18.0,2.33,-,
AD,Hales,8,30.00,999,45.04,Right-hand bat,3.0,-,-,0.66,rm,
JE,Root,43,52.20,6606,53.73,Right-hand bat,208.5,52.66,104.4,3.02,rob,
JM,Vince,4,18.66,182,61.53,Right-hand bat,3.0,-,-,3.66,rm,
GS,Ballance,16,46.03,2572,48.32,Left-hand bat,2.0,-,-,2.50,rls,
JM,Bairstow,28,39.71,3020,55.23,Right-hand bat,-,-,-,-,rm,
MM,Ali,27,29.82,2341,49.67,Left-hand bat,758.0,41.47,66.8,3.72,rob,
CR,Woakes,9,32.44,645,45.27,Right-hand bat,249.5,28.22,55.5,3.05,rfm,
SCJ,Broad,95,22.27,3943,66.09,Left-hand bat,3288.0,28.34,56.2,3.02,rfm,
ST,Finn,33,10.90,813,29.52,Right-hand bat,986.3,29.40,49.3,3.57,rfm,
JT,Ball,1,3.50,10,70.00,Right-hand bat,35.0,88.00,210.0,2.51,rfm,
