Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
H,Masakadza,5,35.77,853,37.74,Right-hand bat,4.0,12.00,24.0,3.00,rm,
TR,Gripper,11,18.95,1309,28.95,Right-hand bat,61.4,77.00,123.3,3.74,rob,
SV,Carlisle,24,24.18,2499,35.81,Right-hand bat,-,-,-,-,rm,
GJ,Rennie,21,23.80,2783,35.07,Left-hand bat,20.0,75.00,120.0,3.75,lo,
A,Flower,58,54.73,10167,44.68,Left-hand bat,0.1,-,-,0.00,rob,
GW,Flower,58,30.18,8874,34.35,Right-hand bat,460.0,59.09,131.4,2.69,lo,
CB,Wishart,20,21.48,1758,42.77,Right-hand bat,-,-,-,-,rob,
HH,Streak,48,21.74,3674,36.69,Right-hand bat,1741.3,26.16,60.7,2.58,rfm,
DA,Marillier,4,34.00,400,42.50,Right-hand bat,62.0,26.71,53.1,3.01,rob,
TJ,Friend,7,28.25,626,36.10,Right-hand bat,230.2,37.25,69.1,3.23,rfm,
HK,Olonga,27,5.68,696,23.70,Right-hand bat,667.0,39.12,69.0,3.40,rf,
MS,Atapattu,53,37.15,8,9,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,68,41.50,9,20,Left-hand bat,788.1,36.01,84.4,2.55,lo,
KC,Sangakkara,18,46.46,2561,47.16,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,39,47.96,5115,54.38,Right-hand bat,68.2,53.00,102.5,3.10,rm,
RP,Arnold,35,28.68,3415,42.84,Left-hand bat,212.2,52.45,115.8,2.71,rob,
HP,Tillakaratne,65,44.46,9,18,Left-hand bat,10.4,-,-,2.25,rob,
TT,Samaraweera,7,109.75,908,48.34,Right-hand bat,83.0,46.00,99.6,2.77,rob,
WPUJC,Vaas,57,19.69,3164,40.45,Left-hand bat,2088.2,28.84,66.6,2.59,lfm,
TCB,Fernando,3,45.00,143,31.46,Right-hand bat,61.5,30.00,53.0,3.39,rfm,
DNT,Zoysa,21,8.28,471,43.94,Left-hand bat,449.4,34.58,74.9,2.76,lfm,
M,Muralitharan,71,12.92,1057,66.03,Right-hand bat,3951.4,23.84,60.0,2.38,rob,
