Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,90,41.60,12831,49.60,Left-hand bat,-,-,-,-,lm,
AN,Cook,73,48.96,12020,48.88,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,24,56.41,4190,48.47,Right-hand bat,52.0,67.00,104.0,3.86,rm,
KP,Pietersen,79,49.71,10191,62.43,Right-hand bat,178.3,144.40,214.2,4.04,rob,
Mohammad,Hafeez,24,37.97,2894,53.80,Right-hand bat,340.0,37.63,92.7,2.43,rob,
Taufeeq,Umar,38,41.11,6246,44.10,Left-hand bat,13.0,-,-,3.38,rob,
Azhar,Ali,19,40.67,3201,39.39,Right-hand bat,11.0,44.00,66.0,4.00,rls,
Younis,Khan,74,52.89,11733,53.20,Right-hand bat,111.0,58.57,95.1,3.69,-,
Misbah-ul-Haq,,32,46.47,5039,40.58,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,11,37.38,1220,39.83,Right-hand bat,-,-,-,-,rob,
Adnan,Akmal,11,33.22,589,50.76,Right-hand bat,-,-,-,-,-,
Abdur,Rehman,13,17.33,547,38.02,Left-hand bat,707.0,30.40,70.7,2.57,lo,
Umar,Gul,41,10.70,1004,51.19,Right-hand bat,1433.5,33.01,57.3,3.45,rfm,
Saeed,Ajmal,18,13.13,461,42.73,Right-hand bat,986.5,27.96,63.6,2.63,rob,
Aizaz,Cheema,5,-,8,12.50,Right-hand bat,166.0,26.15,49.8,3.15,rmf,
