Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Guptill,33,29.96,4155,44.71,Right-hand bat,55.2,51.60,66.4,4.66,rob,
TWM,Latham,11,39.52,1886,44.00,Left-hand bat,-,-,-,-,rm,
KS,Williamson,41,45.70,7004,45.67,Right-hand bat,303.1,37.22,67.3,3.31,rob,
LRPL,Taylor,64,44.99,8322,57.30,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,94,38.76,9526,63.06,Right-hand bat,23.1,69.00,139.0,2.97,-,
BJ,Watling,31,40.71,4167,43.96,Right-hand bat,-,-,-,-,-,
L,Ronchi,1,59.50,93,127.95,Right-hand bat,-,-,-,-,-,
MD,Craig,10,42.10,816,51.59,Left-hand bat,427.1,40.02,67.4,3.56,rob,
TG,Southee,41,17.72,1249,86.54,Right-hand bat,1490.5,31.63,62.1,3.05,rmf,
MJ,Henry,2,29.50,59,100.00,Right-hand bat,86.1,42.50,64.6,3.94,rfm,
TA,Boult,32,15.77,648,53.54,Right-hand bat,1165.4,27.12,56.8,2.86,lfm,
A,Lyth,2,37.50,278,53.95,Left-hand bat,-,-,-,-,rob,
AN,Cook,114,46.87,19393,46.40,Left-hand bat,3.0,7.00,18.0,2.33,-,
GS,Ballance,13,52.19,2278,48.11,Left-hand bat,2.0,-,-,2.50,rls,
IR,Bell,110,43.77,14739,49.89,Right-hand bat,18.0,76.00,108.0,4.22,rm,
JE,Root,27,54.11,4541,50.05,Right-hand bat,143.0,45.25,107.2,2.53,rob,
BA,Stokes,11,34.15,1077,63.41,Left-hand bat,329.4,43.24,68.2,3.80,rfm,
JC,Buttler,8,52.66,778,60.92,Right-hand bat,-,-,-,-,-,
MM,Ali,11,28.50,1116,40.86,Left-hand bat,297.0,32.60,54.0,3.62,rob,
SCJ,Broad,79,23.08,3410,67.00,Left-hand bat,2772.5,29.77,57.9,3.08,rfm,
MA,Wood,2,24.00,91,52.74,Right-hand bat,73.0,33.22,48.6,4.09,rf,
JM,Anderson,104,10.77,2483,40.35,Left-hand bat,3884.0,29.42,57.8,3.05,rfm,
