Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ML,Hayden,74,53.18,10421,61.24,Left-hand bat,9.0,-,-,4.44,rm,
MEK,Hussey,1,15.00,79,37.97,Left-hand bat,-,-,-,-,rm,
RT,Ponting,95,56.75,13003,58.92,Right-hand bat,85.5,44.80,103.0,2.60,rm,
MJ,Clarke,19,38.10,1928,55.34,Right-hand bat,22.2,8.50,16.7,3.04,lo,
SM,Katich,23,36.00,2548,49.45,Left-hand bat,109.5,33.83,54.9,3.69,lc,
AC,Gilchrist,75,52.43,5777,82.60,Left-hand bat,-,-,-,-,rob,
SR,Watson,3,20.25,212,38.20,Right-hand bat,31.0,61.50,93.0,3.96,rfm,
SK,Warne,130,17.02,5000,56.52,Right-hand bat,6053.3,24.91,57.2,2.60,rls,
B,Lee,44,20.56,1410,56.87,Right-hand bat,1468.1,32.38,52.7,3.68,rf,
NW,Bracken,4,15.33,77,59.74,Right-hand bat,154.0,42.20,92.4,2.74,lfm,
GD,McGrath,114,7.40,1411,42.52,Right-hand bat,4436.3,21.27,50.7,2.51,rfm,
CH,Gayle,53,38.98,6317,55.54,Left-hand bat,581.1,37.42,87.1,2.57,rob,
DS,Smith,14,28.64,1543,46.40,Left-hand bat,-,-,-,-,rob,
RR,Sarwan,56,40.55,8601,43.85,Right-hand bat,256.0,41.65,76.8,3.25,rls,
BC,Lara,119,53.44,18016,60.51,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,89,46.75,14112,43.06,Left-hand bat,260.0,96.12,195.0,2.95,rls,
MN,Samuels,20,28.90,1999,44.82,Right-hand bat,191.0,125.00,229.2,3.27,rob,
D,Ramdin,3,30.20,291,51.89,Right-hand bat,-,-,-,-,-,
DBL,Powell,13,5.15,346,29.76,Right-hand bat,426.3,37.67,69.1,3.26,rfm,
FH,Edwards,18,4.09,336,26.78,Right-hand bat,531.3,44.72,67.8,3.95,rf,
CD,Collymore,17,9.13,406,33.74,Right-hand bat,574.0,30.67,61.5,2.99,rfm,
JJC,Lawson,13,3.46,177,29.37,Right-hand bat,394.0,29.64,46.3,3.83,rfm,
