Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,34,33.32,3959,47.13,Left-hand bat,208.3,45.90,113.7,2.42,rob,
WW,Hinds,35,34.14,4272,48.75,Left-hand bat,86.3,28.66,57.6,2.98,rm,
D,Ganga,24,25.61,2714,39.64,Right-hand bat,6.0,-,-,1.66,rob,
BC,Lara,98,51.65,14436,59.75,Left-hand bat,10.0,-,-,2.80,rls,
RR,Sarwan,36,38.11,5550,40.52,Right-hand bat,65.0,78.33,130.0,3.61,rls,
S,Chanderpaul,68,43.46,10289,41.40,Left-hand bat,241.0,90.62,180.7,3.00,rls,
RD,Jacobs,53,28.05,4445,46.70,Left-hand bat,-,-,-,-,-,
OAC,Banks,5,37.40,488,38.31,Right-hand bat,221.1,50.07,94.7,3.16,rob,
M,Dillon,35,7.86,1240,37.41,Right-hand bat,1338.4,31.80,63.2,3.01,rfm,
CD,Collymore,5,11.60,177,32.76,Right-hand bat,187.0,23.20,46.7,2.97,rfm,
FH,Edwards,3,8.00,110,21.81,Right-hand bat,96.1,23.07,41.2,3.35,rf,
V,Sibanda,2,9.00,55,65.45,Right-hand bat,-,-,-,-,-,
TR,Gripper,18,21.73,2333,31.67,Right-hand bat,128.1,83.50,128.1,3.90,rob,
MA,Vermeulen,7,29.14,810,50.37,Right-hand bat,-,-,-,-,rob,
SV,Carlisle,33,25.27,3857,36.03,Right-hand bat,-,-,-,-,rm,
CB,Wishart,25,23.62,2337,45.48,Right-hand bat,-,-,-,-,rob,
S,Matsikenyeri,2,38.66,184,63.04,Right-hand bat,4.0,-,-,4.00,rob,
T,Taibu,12,20.95,1274,37.83,Right-hand bat,-,-,-,-,rm,
HH,Streak,57,22.97,4731,36.90,Right-hand bat,2081.5,27.96,63.4,2.64,rfm,
AM,Blignaut,14,24.95,922,64.96,Left-hand bat,440.2,34.32,57.4,3.58,rmf,
RW,Price,16,9.72,718,29.80,Right-hand bat,801.1,37.95,78.8,2.88,lo,
NB,Mahwire,4,6.75,122,22.13,Right-hand bat,82.5,119.66,165.6,4.33,rfm,
