Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
S,Dhawan,5,45.57,420,75.95,Left-hand bat,-,-,-,-,rob,
M,Vijay,20,38.06,2634,47.68,Right-hand bat,1.0,-,-,3.00,rob,
CA,Pujara,17,66.25,3045,52.21,Right-hand bat,-,-,-,-,rls,
V,Kohli,22,44.32,3074,49.02,Right-hand bat,17.0,-,-,3.11,rm,
RG,Sharma,4,66.60,530,62.83,Right-hand bat,11.4,-,-,3.34,rob,
AM,Rahane,3,43.40,466,46.56,Right-hand bat,-,-,-,-,rm,
MS,Dhoni,81,38.76,7268,59.74,Right-hand bat,15.0,-,-,4.13,rm,
RA,Jadeja,6,15.00,160,65.62,Left-hand bat,325.4,20.90,59.2,2.11,lo,
Z,Khan,90,11.78,2314,50.90,Right-hand bat,3023.5,32.66,60.0,3.26,lfm,
I,Sharma,53,9.18,1606,28.58,Right-hand bat,1731.3,38.81,69.7,3.34,rfm,
Mohammed,Shami,4,3.60,51,35.29,Right-hand bat,124.1,26.17,43.8,3.58,rf,
GC,Smith,114,49.56,15454,59.66,Left-hand bat,236.2,110.62,177.2,3.74,rob,
AN,Petersen,28,38.82,3547,51.45,Right-hand bat,19.0,62.00,114.0,3.26,rob,
HM,Amla,73,51.34,11380,52.33,Right-hand bat,9.0,-,-,4.11,-,
JH,Kallis,166,55.37,28903,45.97,Right-hand bat,3372.0,32.65,69.2,2.82,rfm,
AB,de Villiers,89,51.71,12455,54.81,Right-hand bat,34.0,52.00,102.0,3.05,rm,
JP,Duminy,21,32.88,2051,43.29,Left-hand bat,227.0,39.60,68.1,3.48,rob,
DW,Steyn,69,14.25,2265,42.16,Right-hand bat,2454.0,22.90,42.0,3.26,rf,
F,du Plessis,11,60.15,1845,42.38,Right-hand bat,13.0,-,-,5.30,rls,
RJ,Peterson,14,28.86,603,71.80,Left-hand bat,385.1,36.57,66.0,3.32,lo,
VD,Philander,20,23.45,936,50.10,Right-hand bat,693.3,18.00,39.6,2.72,rfm,
M,Morkel,53,12.94,1351,49.81,Left-hand bat,1724.1,29.91,56.5,3.17,rf,
