Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
WW,Hinds,41,33.62,5059,47.85,Left-hand bat,168.1,33.12,63.0,3.15,rm,
CH,Gayle,49,36.71,5642,54.00,Left-hand bat,448.4,36.50,89.7,2.44,rob,
RR,Sarwan,52,40.96,8013,43.96,Right-hand bat,252.0,40.85,75.6,3.24,rls,
BC,Lara,114,53.75,17396,60.26,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,83,45.57,12862,42.87,Left-hand bat,257.0,94.50,192.7,2.94,rls,
RO,Hinds,9,24.20,847,42.85,Left-hand bat,166.2,78.00,199.6,2.34,lo,
DJ,Bravo,6,24.16,683,42.45,Right-hand bat,200.4,32.47,63.3,3.07,rm,
CO,Browne,17,19.15,870,41.83,Right-hand bat,-,-,-,-,-,
DBL,Powell,7,4.77,143,30.06,Right-hand bat,237.2,35.63,74.9,2.85,rfm,
FH,Edwards,16,3.61,271,23.98,Right-hand bat,489.4,49.82,75.3,3.96,rf,
RD,King,17,3.60,292,18.49,Right-hand bat,522.0,29.64,62.6,2.83,rfm,
GC,Smith,38,53.52,5452,59.88,Left-hand bat,137.5,93.20,165.4,3.38,rob,
AB,de Villiers,10,52.56,1540,54.61,Right-hand bat,7.0,-,-,2.28,rm,
HH,Dippenaar,32,30.85,3615,40.11,Right-hand bat,-,-,-,-,rob,
JH,Kallis,92,56.17,16815,42.75,Right-hand bat,2056.5,31.07,67.4,2.76,rfm,
HH,Gibbs,69,47.30,10280,50.62,Right-hand bat,-,-,-,-,-,
AG,Prince,11,30.15,946,41.43,Left-hand bat,-,-,-,-,rob,
MV,Boucher,83,30.57,5915,50.65,Right-hand bat,-,-,-,-,rm,
N,Boje,34,26.23,2154,47.49,Left-hand bat,1119.1,36.62,76.3,2.87,lo,
M,Zondeki,4,20.50,224,36.60,Right-hand bat,90.2,24.46,41.6,3.52,rf,
M,Ntini,58,10.34,833,54.62,Right-hand bat,2025.1,28.86,55.2,3.13,rf,
A,Nel,15,4.00,127,25.19,Right-hand bat,545.3,25.45,52.7,2.89,rfm,
