Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,49,37.94,7838,41.63,Right-hand bat,252.4,59.64,108.2,3.30,rob,
DS,Smith,43,23.78,3834,45.90,Left-hand bat,1.0,-,-,3.00,rob,
KOA,Powell,36,28.07,3746,50.21,Left-hand bat,1.0,-,-,0.00,-,
SD,Hope,22,31.02,2855,42.38,Right-hand bat,-,-,-,-,-,
SO,Hetmyer,6,26.83,443,72.68,Left-hand bat,-,-,-,-,-,
RL,Chase,22,33.56,2670,46.51,Right-hand bat,491.5,44.75,79.7,3.36,rob,
SO,Dowrich,23,27.94,2263,45.69,Right-hand bat,-,-,-,-,-,
JO,Holder,34,30.26,2566,57.79,Right-hand bat,911.5,29.35,67.5,2.60,rmf,
KMA,Paul,1,6.50,36,36.11,Right-hand bat,16.0,19.66,32.0,3.68,rfm,
ML,Cummins,13,6.78,254,37.40,Left-hand bat,309.2,37.59,68.7,3.28,rfm,
ST,Gabriel,37,5.23,452,39.38,Right-hand bat,978.5,29.57,52.9,3.35,rf,
Tamim,Iqbal,56,37.84,7318,55.32,Left-hand bat,5.0,-,-,4.00,-,
Liton,Das,10,26.88,758,60.29,Right-hand bat,-,-,-,-,-,
Mominul,Haque,29,43.40,3890,55.78,Left-hand bat,69.1,65.00,103.7,3.75,lo,
Shakib,Al Hasan,53,39.69,5941,62.14,Left-hand bat,2081.2,31.88,63.7,3.00,lo,
Mahmudullah,,39,29.77,4018,51.86,Right-hand bat,542.3,46.72,81.3,3.44,rob,
Mushfiqur,Rahim,62,34.25,7936,46.61,Right-hand bat,-,-,-,-,-,
Nurul,Hasan,3,19.16,186,61.82,Right-hand bat,-,-,-,-,-,
Mehidy,Hasan Miraz,14,15.73,796,45.47,Right-hand bat,625.0,36.18,64.6,3.35,rob,
Taijul,Islam,19,9.48,594,43.09,Left-hand bat,750.2,35.79,65.2,3.29,lo,
Kamrul,Islam Rabbi,7,5.66,281,18.14,Right-hand bat,125.0,63.00,93.7,4.03,rmf,
Abu,Jayed,2,0.66,18,11.11,Right-hand bat,52.3,20.42,45.0,2.72,rfm,
