Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MH,Richardson,36,47.03,7192,37.93,Left-hand bat,11.0,21.00,66.0,1.90,lo,
MS,Sinclair,23,39.21,2922,44.28,Right-hand bat,4.0,-,-,3.25,rm,
SP,Fleming,87,39.75,12642,44.02,Left-hand bat,-,-,-,-,-,
SB,Styris,17,43.07,2321,50.10,Right-hand bat,255.3,50.00,95.8,3.13,rm,
NJ,Astle,64,37.80,7711,49.02,Right-hand bat,775.5,47.55,129.3,2.20,rm,
HJH,Marshall,2,109.00,266,40.97,Right-hand bat,1.0,-,-,4.00,rm,
JDP,Oram,15,40.80,1638,49.81,Left-hand bat,433.4,30.88,74.3,2.49,rfm,
BB,McCullum,8,46.09,919,55.16,Right-hand bat,-,-,-,-,-,
Nafees,Iqbal,2,18.00,195,36.92,Right-hand bat,-,-,-,-,rm,
Javed,Omar,23,22.35,2918,34.47,Right-hand bat,1.0,-,-,12.00,rls,
Aftab,Ahmed,1,24.00,81,59.25,Right-hand bat,-,-,-,-,rm,
Rajin,Saleh,11,26.19,1597,34.43,Right-hand bat,54.0,91.00,162.0,3.37,rob,
Mohammad,Ashraful,21,22.27,2316,38.47,Right-hand bat,104.2,95.60,125.2,4.58,rob,
Alok,Kapali,16,18.03,1159,48.23,Right-hand bat,180.5,116.16,180.8,3.85,rls,
Khaled,Mashud,29,20.14,2857,33.84,Right-hand bat,-,-,-,-,-,
Mushfiqur,Rahman,9,15.06,751,30.09,Right-hand bat,203.3,65.36,111.0,3.53,rfm,
Mohammad,Rafique,14,20.08,769,60.07,Left-hand bat,681.0,31.01,74.2,2.50,lo,
Tapash,Baisya,17,11.74,635,49.92,Right-hand bat,449.2,59.27,92.9,3.82,rfm,
Enamul,Haque jnr,3,5.00,35,28.57,Right-hand bat,109.0,57.16,109.0,3.14,lo,
JEC,Franklin,5,11.00,160,27.50,Left-hand bat,133.0,19.40,39.9,2.91,lm,
PJ,Wiseman,21,11.90,796,31.40,Right-hand bat,788.5,43.98,86.0,3.06,rob,
DL,Vettori,57,20.29,2836,48.66,Left-hand bat,2360.0,35.11,79.5,2.64,lo,
