Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Shadman,Islam,6,25.00,622,44.21,Left-hand bat,-,-,-,-,lo,
Imrul,Kayes,39,24.28,3742,48.02,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,38,39.65,4718,56.31,Left-hand bat,100.1,94.00,150.2,3.75,lo,
Mohammad,Mithun,7,17.53,479,47.59,Right-hand bat,-,-,-,-,-,
Mushfiqur,Rahim,69,35.08,8922,47.18,Right-hand bat,-,-,-,-,-,
Mahmudullah,,48,32.22,5129,53.40,Right-hand bat,564.3,45.18,78.7,3.44,rob,
Liton,Das,18,24.80,1287,57.80,Right-hand bat,-,-,-,-,-,
Nayeem,Hasan,4,17.50,178,39.32,Right-hand bat,68.0,23.70,40.8,3.48,rob,
Ebadat,Hossain,4,0.66,26,15.38,Right-hand bat,95.0,79.40,114.0,4.17,rfm,
Mehidy,Hasan Miraz,22,17.72,1232,51.78,Right-hand bat,884.2,33.12,58.9,3.37,rob,
Al-Amin,Hossain,7,22.50,127,70.86,Right-hand bat,169.2,60.55,112.8,3.21,rmf,
Abu,Jayed,7,3.00,90,26.66,Right-hand bat,175.2,36.35,61.8,3.52,rfm,
MA,Agarwal,9,67.07,1540,56.62,Right-hand bat,-,-,-,-,-,
RG,Sharma,32,46.54,3613,59.25,Right-hand bat,61.4,108.00,185.0,3.50,rob,
CA,Pujara,75,49.48,12293,46.69,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,84,54.97,12457,57.81,Right-hand bat,28.1,-,-,2.84,rm,
AM,Rahane,63,43.74,8117,50.65,Right-hand bat,-,-,-,-,rm,
RA,Jadeja,48,35.46,2899,63.60,Left-hand bat,2137.0,24.64,60.7,2.43,lo,
WP,Saha,37,30.19,2720,45.51,Right-hand bat,-,-,-,-,-,
R,Ashwin,70,28.73,4362,54.67,Right-hand bat,3235.2,25.36,53.6,2.83,rob,
UT,Yadav,45,12.10,666,50.90,Right-hand bat,1198.3,30.26,50.6,3.58,rf,
I,Sharma,96,8.36,2356,29.83,Right-hand bat,3001.4,32.68,61.6,3.17,rfm,
Mohammed,Shami,47,11.04,601,75.37,Right-hand bat,1433.4,27.09,49.1,3.30,rf,
