Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,45,39.76,5481,56.59,Right-hand bat,658.5,33.90,76.0,2.67,rob,
Shan,Masood,6,25.50,687,44.54,Left-hand bat,-,-,-,-,rmf,
Shoaib,Malik,33,37.02,4041,45.80,Right-hand bat,413.1,56.52,99.1,3.41,rob,
Younis,Khan,102,53.92,16920,52.58,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,59,47.69,9266,43.75,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,39,42.57,5159,46.21,Right-hand bat,14.0,51.00,84.0,3.64,rob,
Sarfaraz,Ahmed,19,47.44,1571,75.49,Right-hand bat,-,-,-,-,rob,
Wahab,Riaz,13,8.71,353,34.56,Right-hand bat,371.2,33.34,58.6,3.41,lf,
Zulfiqar,Babar,11,17.00,177,67.23,Right-hand bat,567.2,39.57,75.6,3.13,lo,
AN,Cook,120,47.49,20653,46.44,Left-hand bat,3.0,7.00,18.0,2.33,-,
MM,Ali,17,30.57,1669,47.63,Left-hand bat,457.4,37.68,58.4,3.86,rob,
IR,Bell,116,43.14,15326,49.83,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MA,Wood,7,22.14,232,66.81,Right-hand bat,220.4,38.85,66.2,3.52,rf,
JE,Root,33,55.90,5399,52.80,Right-hand bat,176.3,42.50,88.2,2.88,rob,
JM,Bairstow,18,26.21,1455,50.44,Right-hand bat,-,-,-,-,rm,
BA,Stokes,17,31.43,1477,63.84,Left-hand bat,458.5,38.36,62.5,3.67,rfm,
JC,Buttler,14,32.78,1058,58.88,Right-hand bat,-,-,-,-,-,
AU,Rashid,1,12.00,36,33.33,Right-hand bat,52.5,45.40,63.4,4.29,rls,
SCJ,Broad,85,22.98,3658,66.59,Left-hand bat,2945.2,29.23,57.1,3.06,rfm,
JM,Anderson,108,10.47,2519,40.33,Left-hand bat,4003.0,29.27,57.5,3.04,rfm,
Rahat,Ali,13,9.40,236,39.83,Right-hand bat,443.4,37.27,71.9,3.10,lfm,
Imran,Khan,6,0.00,9,0.00,Right-hand bat,147.1,30.50,55.1,3.31,rmf,
