Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
PA,Jaques,9,44.66,1221,54.87,Left-hand bat,-,-,-,-,lm,
SM,Katich,24,34.40,2581,49.32,Left-hand bat,109.5,33.83,54.9,3.69,lc,
RT,Ponting,117,58.81,16839,59.02,Right-hand bat,87.5,46.20,105.4,2.62,rm,
MEK,Hussey,23,74.83,4319,51.97,Left-hand bat,5.0,-,-,4.60,rm,
BJ,Hodge,6,55.88,965,52.12,Right-hand bat,2.0,-,-,4.00,rob,
MG,Johnson,7,34.50,253,54.54,Left-hand bat,287.1,33.19,66.2,3.00,lf,
A,Symonds,20,45.38,1782,66.21,Right-hand bat,293.0,35.50,79.9,2.66,-,
BJ,Haddin,1,17.00,111,30.63,Right-hand bat,-,-,-,-,-,
B,Lee,66,20.28,2207,54.23,Right-hand bat,2378.0,29.95,51.6,3.47,rf,
SR,Clark,16,12.57,257,68.48,Right-hand bat,604.4,20.77,47.7,2.61,rfm,
SCG,MacGill,43,9.69,715,48.81,Right-hand bat,1832.5,28.28,53.1,3.19,rls,
DS,Smith,23,25.09,2200,46.77,Left-hand bat,-,-,-,-,rob,
BA,Parchment,2,13.75,164,33.53,Right-hand bat,-,-,-,-,rob,
RR,Sarwan,70,39.59,10270,45.11,Right-hand bat,316.0,46.73,82.4,3.40,rls,
RS,Morton,14,23.20,1145,48.64,Right-hand bat,11.0,-,-,4.54,-,
S,Chanderpaul,110,47.45,17802,43.18,Left-hand bat,280.0,105.62,210.0,3.01,rls,
DJ,Bravo,29,32.48,3422,49.35,Right-hand bat,780.3,38.58,72.0,3.21,rm,
D,Ramdin,25,22.52,1946,46.30,Right-hand bat,-,-,-,-,-,
DJG,Sammy,4,18.37,305,48.19,Right-hand bat,107.3,27.08,53.7,3.02,rm,
DBL,Powell,28,7.09,845,35.26,Right-hand bat,938.3,45.36,79.3,3.43,rfm,
FH,Edwards,32,4.35,693,24.53,Right-hand bat,895.1,41.14,61.0,4.04,rf,
AS,Jaggernauth,1,0.00,8,0.00,Left-hand bat,23.0,96.00,138.0,4.17,rob,
