Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CJL,Rogers,19,37.40,2919,47.41,Left-hand bat,-,-,-,-,rls,
DA,Warner,35,48.06,4084,74.14,Left-hand bat,50.0,56.75,75.0,4.54,rls,
SR,Watson,55,35.49,6693,53.02,Right-hand bat,858.5,33.36,72.5,2.75,rfm,
SPD,Smith,25,50.38,3919,53.99,Right-hand bat,170.0,52.42,72.8,4.31,rls,
SE,Marsh,11,35.42,1494,45.04,Left-hand bat,-,-,-,-,lo,
JA,Burns,1,11.00,44,50.00,Right-hand bat,-,-,-,-,-,
BJ,Haddin,62,33.33,5455,58.05,Right-hand bat,-,-,-,-,-,
MG,Johnson,64,23.06,3173,58.87,Left-hand bat,2401.5,27.83,50.9,3.27,lf,
RJ,Harris,26,21.40,946,61.09,Right-hand bat,912.0,22.77,49.2,2.77,rf,
NM,Lyon,38,14.61,977,38.89,Right-hand bat,1482.0,34.96,66.3,3.16,rob,
JR,Hazlewood,2,-,53,60.37,Left-hand bat,79.2,28.55,52.8,3.23,rfm,
M,Vijay,30,39.77,4534,46.49,Right-hand bat,35.0,105.00,210.0,3.00,rob,
S,Dhawan,13,35.78,1254,65.62,Left-hand bat,5.0,-,-,1.80,rob,
CA,Pujara,27,47.11,4209,49.25,Right-hand bat,-,-,-,-,rls,
V,Kohli,32,44.41,4473,52.62,Right-hand bat,24.0,-,-,2.91,rm,
AM,Rahane,13,44.60,1814,56.56,Right-hand bat,-,-,-,-,rm,
KL,Rahul,1,2.00,13,30.76,Right-hand bat,-,-,-,-,-,
MS,Dhoni,90,38.09,8249,59.11,Right-hand bat,16.0,-,-,4.18,rm,
R,Ashwin,23,36.76,1480,64.59,Right-hand bat,1160.4,29.85,61.0,2.93,rob,
Mohammed,Shami,11,11.53,248,60.48,Right-hand bat,412.0,37.90,60.2,3.77,rf,
UT,Yadav,11,8.33,173,43.35,Right-hand bat,336.0,33.47,48.0,4.18,rf,
I,Sharma,61,9.06,1815,28.98,Right-hand bat,2077.3,37.30,66.6,3.35,rfm,
