Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
A,Chopra,1,36.50,188,38.82,Right-hand bat,-,-,-,-,-,
V,Sehwag,15,39.91,1298,70.72,Right-hand bat,50.0,56.33,100.0,3.38,rob,
R,Dravid,70,55.22,14251,41.46,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,106,56.94,,,Right-hand bat,391.0,46.85,86.8,3.23,-,
VVS,Laxman,45,41.71,5612,49.80,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,68,41.42,8742,48.32,Left-hand bat,343.2,50.17,89.5,3.36,rm,
PA,Patel,8,25.50,547,37.29,Left-hand bat,-,-,-,-,-,
MH,Richardson,25,46.97,4769,39.40,Left-hand bat,10.0,17.00,60.0,1.70,lo,
L,Vincent,12,30.09,1526,41.41,Right-hand bat,-,-,-,-,rm,
SP,Fleming,76,38.04,10966,42.67,Left-hand bat,-,-,-,-,-,
SB,Styris,6,35.20,784,44.89,Right-hand bat,66.0,42.16,66.0,3.83,rm,
NJ,Astle,58,39.27,7249,49.30,Right-hand bat,773.5,47.52,128.9,2.21,rm,
CD,McMillan,45,41.13,4884,56.42,Right-hand bat,388.5,43.70,86.4,3.03,rm,
JDP,Oram,5,22.87,452,40.48,Left-hand bat,140.5,22.35,49.7,2.69,rfm,
RG,Hart,8,20.00,841,26.15,Right-hand bat,-,-,-,-,-,
DL,Vettori,47,17.24,2184,45.78,Left-hand bat,1873.0,34.62,77.5,2.68,lo,
PJ,Wiseman,17,9.78,684,27.19,Right-hand bat,625.0,42.84,85.2,3.01,rob,
DR,Tuffey,15,10.18,483,33.74,Right-hand bat,435.5,28.81,54.4,3.17,rfm,
Harbhajan,Singh,34,13.15,713,71.94,Right-hand bat,1524.5,26.89,61.8,2.61,rob,
A,Kumble,77,17.35,3659,37.93,Right-hand bat,4039.1,27.94,68.2,2.45,rls,
Z,Khan,25,9.25,503,49.70,Right-hand bat,792.2,32.97,61.7,3.20,lfm,
L,Balaji,1,-,-,-,Right-hand bat,37.0,105.00,222.0,2.83,rmf,
