Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MA,Agarwal,2,65.00,375,52.00,Right-hand bat,-,-,-,-,-,
KL,Rahul,34,35.27,3282,58.04,Right-hand bat,-,-,-,-,-,
CA,Pujara,68,51.18,11682,46.44,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,77,53.76,11549,57.26,Right-hand bat,27.1,-,-,2.79,rm,
AM,Rahane,56,40.55,6887,50.64,Right-hand bat,-,-,-,-,rm,
GH,Vihari,4,23.85,458,36.46,Right-hand bat,45.3,26.40,54.6,2.90,rob,
RR,Pant,9,49.71,943,73.80,Left-hand bat,-,-,-,-,-,
RA,Jadeja,41,32.28,2299,64.59,Left-hand bat,1913.2,23.68,59.7,2.37,lo,
MS,Harris,4,36.85,497,51.91,Left-hand bat,-,-,-,-,-,
UT,Khawaja,39,42.11,5355,49.54,Left-hand bat,2.0,-,-,2.50,rm,
M,Labuschagne,3,23.80,248,47.98,Right-hand bat,55.0,33.28,47.1,4.23,rls,
SE,Marsh,38,34.31,5165,43.85,Left-hand bat,-,-,-,-,lo,
TM,Head,6,32.63,813,44.15,Left-hand bat,11.0,-,-,4.09,rob,
PSP,Handscomb,16,38.91,1874,49.83,Right-hand bat,-,-,-,-,-,
TD,Paine,19,34.77,2163,43.41,Right-hand bat,-,-,-,-,rm,
PJ,Cummins,18,21.12,1302,40.55,Right-hand bat,681.5,24.51,51.1,2.87,rf,
MA,Starc,49,21.44,2026,66.68,Left-hand bat,1697.5,28.91,51.1,3.38,lf,
NM,Lyon,84,12.13,1984,46.47,Right-hand bat,3589.0,32.10,63.5,3.03,rob,
JR,Hazlewood,44,12.51,884,43.89,Left-hand bat,1595.5,27.14,58.3,2.78,rfm,
Kuldeep,Yadav,6,8.50,161,31.67,Left-hand bat,164.5,24.12,41.2,3.51,lc,
Mohammed,Shami,40,11.10,582,74.39,Right-hand bat,1260.2,29.54,52.5,3.37,rf,
JJ,Bumrah,10,1.55,102,13.72,Right-hand bat,402.4,21.89,49.3,2.66,rf,
