Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,26,34.59,3609,42.17,Left-hand bat,17.0,86.00,102.0,5.05,rob,
TM,Dilshan,75,41.16,6912,65.50,Right-hand bat,381.3,40.10,81.7,2.94,rob,
KC,Sangakkara,104,56.25,16834,54.47,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,126,51.01,19243,51.96,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,69,52.20,9888,48.04,Right-hand bat,219.1,45.73,87.6,3.13,rob,
AD,Mathews,20,42.45,2051,49.68,Right-hand bat,140.0,62.00,120.0,3.10,rm,
JK,Silva,3,14.00,230,36.52,Right-hand bat,-,-,-,-,-,
NLTC,Perera,3,13.80,92,75.00,Left-hand bat,72.0,59.20,86.4,4.11,rmf,
HMRKB,Herath,33,16.20,1076,52.69,Left-hand bat,1363.5,35.30,74.3,2.84,lo,
UWMBCA,Welegedara,15,8.31,285,46.66,Right-hand bat,457.5,40.26,67.0,3.60,lfm,
CRD,Fernando,38,8.48,691,35.60,Right-hand bat,976.1,37.93,61.6,3.69,rfm,
JA,Rudolph,38,35.37,4987,43.27,Left-hand bat,110.4,108.00,166.0,3.90,rls,
GC,Smith,94,50.01,12763,60.35,Left-hand bat,224.2,104.00,168.2,3.70,rob,
DW,Steyn,49,14.57,1564,43.79,Right-hand bat,1672.3,22.82,39.3,3.47,rf,
HM,Amla,54,47.20,8252,50.33,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,148,56.77,26544,45.34,Right-hand bat,3097.1,32.50,68.5,2.84,rfm,
AB,de Villiers,69,47.93,9198,54.19,Right-hand bat,33.0,49.50,99.0,3.00,rm,
AG,Prince,65,42.40,8337,43.74,Left-hand bat,16.0,47.00,96.0,2.93,rob,
MV,Boucher,142,30.49,10731,50.29,Right-hand bat,1.2,6.00,8.0,4.50,rm,
VD,Philander,3,7.75,118,26.27,Right-hand bat,87.1,12.37,21.7,3.40,rfm,
M,Morkel,34,13.29,1091,45.09,Left-hand bat,1097.1,30.28,53.9,3.36,rf,
Imran,Tahir,3,19.00,54,70.37,Right-hand bat,49.3,31.66,49.5,3.83,rls,
