Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,76,43.33,11487,50.17,Left-hand bat,-,-,-,-,lm,
AN,Cook,59,43.10,8991,48.42,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,12,48.55,2054,47.27,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,65,48.23,8520,62.27,Right-hand bat,140.3,142.00,210.7,4.04,rob,
PD,Collingwood,62,42.61,8989,46.45,Right-hand bat,286.3,63.00,114.6,3.29,rm,
EJG,Morgan,5,36.57,484,52.89,Left-hand bat,-,-,-,-,rm,
MJ,Prior,34,42.59,2962,63.26,Right-hand bat,-,-,-,-,-,
GP,Swann,23,26.12,798,81.82,Right-hand bat,997.3,28.14,57.5,2.93,rob,
SCJ,Broad,31,24.39,1550,59.80,Left-hand bat,1033.4,35.04,65.9,3.18,rfm,
JM,Anderson,51,12.71,1384,35.83,Left-hand bat,1773.1,32.02,57.5,3.34,rfm,
ST,Finn,7,6.50,87,14.94,Right-hand bat,184.0,24.35,39.4,3.70,rfm,
Imran,Farhat,38,32.61,4786,48.39,Left-hand bat,61.1,86.00,122.3,4.21,rls,
Yasir,Hameed,24,33.77,2568,57.86,Right-hand bat,12.0,-,-,6.00,-,
Wahab,Riaz,1,27.00,75,36.00,Right-hand bat,26.0,17.16,26.0,3.96,lf,
Salman,Butt,32,30.70,3899,47.24,Left-hand bat,22.5,106.00,137.0,4.64,rob,
Mohammad,Yousuf,89,52.95,14349,52.40,Right-hand bat,1.0,-,-,3.00,rob,
Azhar,Ali,5,29.88,668,40.26,Right-hand bat,1.0,-,-,9.00,rls,
Umar,Akmal,11,34.90,1096,66.87,Right-hand bat,-,-,-,-,-,
Kamran,Akmal,52,31.35,4171,63.15,Right-hand bat,-,-,-,-,-,
Mohammad,Amir,13,13.90,1010,27.52,Left-hand bat,449.5,31.11,59.9,3.11,lf,
Saeed,Ajmal,7,12.00,177,47.45,Right-hand bat,351.5,35.28,75.3,2.80,rob,
Mohammad,Asif,22,6.08,447,31.31,Left-hand bat,832.5,23.67,47.5,2.98,rfm,
