outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bat_arm,bowl_balls,bowl_runs,bowl_wkts,bowl_avg,bowl_type
1,2,0,8,-367,2,20,12.66,0,16,4,0,30.01,1
0,2,0,9,-366,4,12,32.81,1,17,5,0,30.01,1
0,2,0,9,-366,4,13,32.81,1,18,5,0,30.01,1
0,2,0,9,-366,4,14,32.81,1,19,5,0,30.01,1
0,2,0,9,-366,4,15,32.81,1,20,5,0,30.01,1
0,2,0,9,-366,4,16,32.81,1,21,5,0,30.01,1
0,2,0,9,-366,4,17,32.81,1,22,5,0,30.01,1
0,2,0,9,-366,4,18,32.81,1,23,5,0,30.01,1
1,2,0,9,-366,3,21,12.66,0,16,2,0,48.46,2
0,2,0,10,-365,4,19,32.81,1,17,3,0,48.46,2
0,2,0,10,-365,4,20,32.81,1,18,3,0,48.46,2
2,2,0,10,-365,4,21,32.81,1,19,3,0,48.46,2
0,2,0,12,-363,6,22,32.81,1,20,5,0,48.46,2
0,2,0,12,-363,6,23,32.81,1,21,5,0,48.46,2
0,2,0,12,-363,6,24,32.81,1,22,5,0,48.46,2
0,2,0,12,-363,6,25,32.81,1,23,5,0,48.46,2
0,2,0,12,-363,4,22,12.66,0,24,5,0,30.01,1
0,2,0,12,-363,4,23,12.66,0,25,5,0,30.01,1
0,2,0,12,-363,4,24,12.66,0,26,5,0,30.01,1
0,2,0,12,-363,4,25,12.66,0,27,5,0,30.01,1
W,2,0,12,-363,4,26,12.66,0,28,5,0,30.01,1
W,2,1,12,-363,4,27,12.66,0,29,5,1,30.01,1
4,2,2,12,-363,0,0,30.0,0,30,5,2,30.01,1
0,2,2,16,-359,4,1,30.0,0,31,9,2,30.01,1
4,2,2,16,-359,6,26,32.81,1,24,5,0,48.46,2
0,2,2,20,-355,10,27,32.81,1,25,9,0,48.46,2
0,2,2,20,-355,10,28,32.81,1,26,9,0,48.46,2
0,2,2,20,-355,10,29,32.81,1,27,9,0,48.46,2
0,2,2,20,-355,10,30,32.81,1,28,9,0,48.46,2
0,2,2,20,-355,10,31,32.81,1,29,9,0,48.46,2
1,2,2,20,-355,10,32,32.81,1,30,9,0,48.46,2
0,2,2,21,-354,4,2,30.0,0,31,10,0,48.46,2
0,2,2,21,-354,11,33,32.81,1,32,9,2,30.01,1
0,2,2,21,-354,11,34,32.81,1,33,9,2,30.01,1
0,2,2,21,-354,11,35,32.81,1,34,9,2,30.01,1
0,2,2,21,-354,11,36,32.81,1,35,9,2,30.01,1
0,2,2,21,-354,11,37,32.81,1,36,9,2,30.01,1
0,2,2,21,-354,11,38,32.81,1,37,9,2,30.01,1
4,2,2,21,-354,11,39,32.81,1,38,9,2,30.01,1
0,2,2,25,-350,15,40,32.81,1,39,13,2,30.01,1
0,2,2,25,-350,4,3,30.0,0,32,10,0,48.46,2
0,2,2,25,-350,4,4,30.0,0,33,10,0,48.46,2
0,2,2,25,-350,4,5,30.0,0,34,10,0,48.46,2
0,2,2,25,-350,4,6,30.0,0,35,10,0,48.46,2
0,2,2,25,-350,4,7,30.0,0,36,10,0,48.46,2
0,2,2,25,-350,4,8,30.0,0,37,10,0,48.46,2
W,2,2,25,-350,4,9,30.0,0,38,10,0,48.46,2
0,2,3,25,-350,0,0,48.54,0,39,10,1,48.46,2
0,2,3,25,-350,15,41,32.81,1,40,13,2,30.01,1
0,2,3,25,-350,15,42,32.81,1,41,13,2,30.01,1
0,2,3,25,-350,15,43,32.81,1,42,13,2,30.01,1
4,2,3,25,-350,15,44,32.81,1,43,13,2,30.01,1
0,2,3,29,-346,19,45,32.81,1,44,17,2,30.01,1
0,2,3,29,-346,19,46,32.81,1,45,17,2,30.01,1
0,2,3,29,-346,19,47,32.81,1,46,17,2,30.01,1
0,2,3,29,-346,19,48,32.81,1,47,17,2,30.01,1
0,2,3,29,-346,0,1,48.54,0,40,10,1,48.46,2
0,2,3,29,-346,0,2,48.54,0,41,10,1,48.46,2
0,2,3,29,-346,0,3,48.54,0,42,10,1,48.46,2
0,2,3,29,-346,0,4,48.54,0,43,10,1,48.46,2
0,2,3,29,-346,0,5,48.54,0,44,10,1,48.46,2
0,2,3,29,-346,0,6,48.54,0,45,10,1,48.46,2
0,2,3,29,-346,0,7,48.54,0,46,10,1,48.46,2
0,2,3,29,-346,0,8,48.54,0,47,10,1,48.46,2
0,2,3,29,-346,19,49,32.81,1,48,17,2,30.01,1
0,2,3,29,-346,19,50,32.81,1,49,17,2,30.01,1
0,2,3,29,-346,19,51,32.81,1,50,17,2,30.01,1
1,2,3,29,-346,19,52,32.81,1,51,17,2,30.01,1
0,2,3,30,-345,0,9,48.54,0,52,18,2,30.01,1
0,2,3,30,-345,0,10,48.54,0,53,18,2,30.01,1
0,2,3,30,-345,0,11,48.54,0,54,18,2,30.01,1
1,2,3,30,-345,0,12,48.54,0,55,18,2,30.01,1
0,2,3,31,-344,1,13,48.54,0,48,10,1,48.46,2
0,2,3,31,-344,1,14,48.54,0,49,10,1,48.46,2
0,2,3,31,-344,1,15,48.54,0,50,10,1,48.46,2
0,2,3,31,-344,1,16,48.54,0,51,10,1,48.46,2
0,2,3,31,-344,1,17,48.54,0,52,10,1,48.46,2
0,2,3,31,-344,1,18,48.54,0,53,10,1,48.46,2
0,2,3,31,-344,1,19,48.54,0,54,10,1,48.46,2
0,2,3,31,-344,1,20,48.54,0,55,10,1,48.46,2
1,2,3,31,-344,20,53,32.81,1,56,19,2,30.01,1
0,2,3,32,-343,1,21,48.54,0,57,20,2,30.01,1
0,2,3,32,-343,1,22,48.54,0,58,20,2,30.01,1
0,2,3,32,-343,1,23,48.54,0,59,20,2,30.01,1
4,2,3,32,-343,1,24,48.54,0,60,20,2,30.01,1
4,2,3,36,-339,5,25,48.54,0,61,24,2,30.01,1
0,2,3,40,-335,9,26,48.54,0,62,28,2,30.01,1
0,2,3,40,-335,9,27,48.54,0,63,28,2,30.01,1
0,2,3,40,-335,21,54,32.81,1,0,0,0,26.98,7
1,2,3,40,-335,21,55,32.81,1,1,0,0,26.98,7
1,2,3,41,-334,22,56,32.81,1,2,1,0,26.98,7
0,2,3,42,-333,9,28,48.54,0,3,2,0,26.98,7
0,2,3,42,-333,9,29,48.54,0,4,2,0,26.98,7
0,2,3,42,-333,9,30,48.54,0,5,2,0,26.98,7
0,2,3,42,-333,9,31,48.54,0,6,2,0,26.98,7
0,2,3,42,-333,9,32,48.54,0,7,2,0,26.98,7
0,2,3,42,-333,23,57,32.81,1,0,0,0,-,0
0,2,3,42,-333,23,58,32.81,1,1,0,0,-,0
0,2,3,42,-333,23,59,32.81,1,2,0,0,-,0
0,2,3,42,-333,23,60,32.81,1,3,0,0,-,0
1,2,3,42,-333,23,61,32.81,1,4,0,0,-,0
1,2,3,43,-332,24,62,32.81,1,5,1,0,-,0
0,2,3,44,-331,9,33,48.54,0,6,2,0,-,0
0,2,3,44,-331,9,34,48.54,0,7,2,0,-,0
0,2,3,44,-331,25,63,32.81,1,8,2,0,26.98,7
0,2,3,44,-331,25,64,32.81,1,9,2,0,26.98,7
0,2,3,44,-331,25,65,32.81,1,10,2,0,26.98,7
0,2,3,44,-331,25,66,32.81,1,11,2,0,26.98,7
1,2,3,44,-331,25,67,32.81,1,12,2,0,26.98,7
1,2,3,45,-330,26,68,32.81,1,13,3,0,26.98,7
0,2,3,46,-329,9,35,48.54,0,14,4,0,26.98,7
1,2,3,46,-329,9,36,48.54,0,15,4,0,26.98,7
0,2,3,47,-328,10,37,48.54,0,64,28,2,30.01,1
0,2,3,47,-328,10,38,48.54,0,65,28,2,30.01,1
0,2,3,47,-328,10,39,48.54,0,66,28,2,30.01,1
1,2,3,47,-328,10,40,48.54,0,67,28,2,30.01,1
0,2,3,48,-327,27,69,32.81,1,68,29,2,30.01,1
0,2,3,48,-327,27,70,32.81,1,69,29,2,30.01,1
0,2,3,48,-327,27,71,32.81,1,70,29,2,30.01,1
0,2,3,48,-327,27,72,32.81,1,71,29,2,30.01,1
0,2,3,48,-327,11,41,48.54,0,56,10,1,48.46,2
4,2,3,48,-327,11,42,48.54,0,57,10,1,48.46,2
4,2,3,52,-323,15,43,48.54,0,58,14,1,48.46,2
0,2,3,56,-319,19,44,48.54,0,59,18,1,48.46,2
1,2,3,56,-319,19,45,48.54,0,60,18,1,48.46,2
1,2,3,57,-318,20,46,48.54,0,61,19,1,48.46,2
4,2,3,58,-317,27,73,32.81,1,62,20,1,48.46,2
0,2,3,62,-313,31,74,32.81,1,63,24,1,48.46,2
0,2,3,62,-313,21,47,48.54,0,72,29,2,30.01,1
0,2,3,62,-313,21,48,48.54,0,73,29,2,30.01,1
0,2,3,62,-313,21,49,48.54,0,74,29,2,30.01,1
0,2,3,62,-313,21,50,48.54,0,75,29,2,30.01,1
1,2,3,62,-313,21,51,48.54,0,76,29,2,30.01,1
1,2,3,63,-312,22,52,48.54,0,77,30,2,30.01,1
0,2,3,64,-311,31,75,32.81,1,78,31,2,30.01,1
0,2,3,64,-311,31,76,32.81,1,79,31,2,30.01,1
0,2,3,64,-311,23,53,48.54,0,64,24,1,48.46,2
0,2,3,64,-311,23,54,48.54,0,65,24,1,48.46,2
0,2,3,64,-311,23,55,48.54,0,66,24,1,48.46,2
0,2,3,64,-311,23,56,48.54,0,67,24,1,48.46,2
0,2,3,64,-311,23,57,48.54,0,68,24,1,48.46,2
0,2,3,64,-311,23,58,48.54,0,69,24,1,48.46,2
4,2,3,64,-311,23,59,48.54,0,70,24,1,48.46,2
0,2,3,68,-307,27,60,48.54,0,71,28,1,48.46,2
0,2,3,68,-307,31,77,32.81,1,80,31,2,30.01,1
1,2,3,68,-307,31,78,32.81,1,81,31,2,30.01,1
1,2,3,69,-306,32,79,32.81,1,82,32,2,30.01,1
0,2,3,70,-305,27,61,48.54,0,83,33,2,30.01,1
0,2,3,70,-305,27,62,48.54,0,84,33,2,30.01,1
0,2,3,70,-305,27,63,48.54,0,85,33,2,30.01,1
0,2,3,70,-305,27,64,48.54,0,86,33,2,30.01,1
1,2,3,70,-305,27,65,48.54,0,87,33,2,30.01,1
0,2,3,71,-304,28,66,48.54,0,72,28,1,48.46,2
0,2,3,71,-304,28,67,48.54,0,73,28,1,48.46,2
0,2,3,71,-304,28,68,48.54,0,74,28,1,48.46,2
0,2,3,71,-304,28,69,48.54,0,75,28,1,48.46,2
0,2,3,71,-304,28,70,48.54,0,76,28,1,48.46,2
0,2,3,71,-304,28,71,48.54,0,77,28,1,48.46,2
1,2,3,71,-304,28,72,48.54,0,78,28,1,48.46,2
0,2,3,72,-303,33,80,32.81,1,79,29,1,48.46,2
0,2,3,72,-303,29,73,48.54,0,88,34,2,30.01,1
2,2,3,72,-303,29,74,48.54,0,89,34,2,30.01,1
2,2,3,74,-301,31,75,48.54,0,90,36,2,30.01,1
0,2,3,76,-299,33,76,48.54,0,91,38,2,30.01,1
0,2,3,76,-299,33,77,48.54,0,92,38,2,30.01,1
0,2,3,76,-299,33,78,48.54,0,93,38,2,30.01,1
0,2,3,76,-299,33,79,48.54,0,94,38,2,30.01,1
0,2,3,76,-299,33,80,48.54,0,95,38,2,30.01,1
1,2,3,76,-299,33,81,32.81,1,16,5,0,26.98,7
1,2,3,77,-298,33,81,48.54,0,17,6,0,26.98,7
1,2,3,78,-297,34,82,48.54,0,18,7,0,26.98,7
1lb,2,3,79,-296,34,82,32.81,1,19,8,0,26.98,7
0,2,3,80,-295,35,83,48.54,0,20,8,0,26.98,7
0,2,3,80,-295,35,84,48.54,0,21,8,0,26.98,7
1,2,3,80,-295,35,85,48.54,0,22,8,0,26.98,7
1,2,3,81,-294,34,83,32.81,1,23,9,0,26.98,7
4lb,2,3,82,-293,35,84,32.81,1,96,38,2,30.01,1
0,2,3,86,-289,35,85,32.81,1,97,38,2,30.01,1
0,2,3,86,-289,35,86,32.81,1,98,38,2,30.01,1
0,2,3,86,-289,35,87,32.81,1,99,38,2,30.01,1
0,2,3,86,-289,35,88,32.81,1,100,38,2,30.01,1
0,2,3,86,-289,35,89,32.81,1,101,38,2,30.01,1
0,2,3,86,-289,35,90,32.81,1,102,38,2,30.01,1
0,2,3,86,-289,35,91,32.81,1,103,38,2,30.01,1
0,2,3,86,-289,36,86,48.54,0,24,10,0,26.98,7
4,2,3,86,-289,36,87,48.54,0,25,10,0,26.98,7
4,2,3,90,-285,40,88,48.54,0,26,14,0,26.98,7
1,2,3,94,-281,44,89,48.54,0,27,18,0,26.98,7
2,2,3,95,-280,35,92,32.81,1,28,19,0,26.98,7
2,2,3,97,-278,37,93,32.81,1,29,21,0,26.98,7
0,2,3,99,-276,39,94,32.81,1,30,23,0,26.98,7
1,2,3,99,-276,39,95,32.81,1,31,23,0,26.98,7
0,2,3,100,-275,40,96,32.81,1,104,38,2,30.01,1
0,2,3,100,-275,40,97,32.81,1,105,38,2,30.01,1
0,2,3,100,-275,40,98,32.81,1,106,38,2,30.01,1
4,2,3,100,-275,40,99,32.81,1,107,38,2,30.01,1
0,2,3,104,-271,44,100,32.81,1,108,42,2,30.01,1
0,2,3,104,-271,44,101,32.81,1,109,42,2,30.01,1
0,2,3,104,-271,44,102,32.81,1,110,42,2,30.01,1
0,2,3,104,-271,44,103,32.81,1,111,42,2,30.01,1
0,2,3,104,-271,45,90,48.54,0,32,24,0,26.98,7
1,2,3,104,-271,45,91,48.54,0,33,24,0,26.98,7
1,2,3,105,-270,46,92,48.54,0,34,25,0,26.98,7
0,2,3,106,-269,44,104,32.81,1,35,26,0,26.98,7
0,2,3,106,-269,44,105,32.81,1,36,26,0,26.98,7
0,2,3,106,-269,44,106,32.81,1,37,26,0,26.98,7
4,2,3,106,-269,44,107,32.81,1,38,26,0,26.98,7
4,2,3,110,-265,48,108,32.81,1,39,30,0,26.98,7
0,2,3,114,-261,47,93,48.54,0,8,2,0,-,0
0,2,3,114,-261,47,94,48.54,0,9,2,0,-,0
0,2,3,114,-261,47,95,48.54,0,10,2,0,-,0
0,2,3,114,-261,47,96,48.54,0,11,2,0,-,0
0,2,3,114,-261,47,97,48.54,0,12,2,0,-,0
0,2,3,114,-261,47,98,48.54,0,13,2,0,-,0
0,2,3,114,-261,47,99,48.54,0,14,2,0,-,0
4,2,3,114,-261,47,100,48.54,0,15,2,0,-,0
0,2,3,118,-257,52,109,32.81,1,40,34,0,26.98,7
0,2,3,118,-257,52,110,32.81,1,41,34,0,26.98,7
0,2,3,118,-257,52,111,32.81,1,42,34,0,26.98,7
0,2,3,118,-257,52,112,32.81,1,43,34,0,26.98,7
0,2,3,118,-257,52,113,32.81,1,44,34,0,26.98,7
0,2,3,118,-257,52,114,32.81,1,45,34,0,26.98,7
0,2,3,118,-257,52,115,32.81,1,46,34,0,26.98,7
0,2,3,118,-257,52,116,32.81,1,47,34,0,26.98,7
0,2,3,118,-257,51,101,48.54,0,16,6,0,-,0
0,2,3,118,-257,51,102,48.54,0,17,6,0,-,0
0,2,3,118,-257,51,103,48.54,0,18,6,0,-,0
0,2,3,118,-257,51,104,48.54,0,19,6,0,-,0
0,2,3,118,-257,51,105,48.54,0,20,6,0,-,0
0,2,3,118,-257,51,106,48.54,0,21,6,0,-,0
0,2,3,118,-257,51,107,48.54,0,22,6,0,-,0
0,2,3,118,-257,51,108,48.54,0,23,6,0,-,0
0,2,3,118,-257,52,117,32.81,1,48,34,0,26.98,7
1,2,3,118,-257,52,118,32.81,1,49,34,0,26.98,7
1,2,3,119,-256,53,119,32.81,1,50,35,0,26.98,7
0,2,3,120,-255,51,109,48.54,0,51,36,0,26.98,7
0,2,3,120,-255,51,110,48.54,0,52,36,0,26.98,7
0,2,3,120,-255,51,111,48.54,0,53,36,0,26.98,7
0,2,3,120,-255,51,112,48.54,0,54,36,0,26.98,7
1,2,3,120,-255,51,113,48.54,0,55,36,0,26.98,7
1,2,3,121,-254,52,114,48.54,0,24,6,0,-,0
1,2,3,122,-253,54,120,32.81,1,25,7,0,-,0
1,2,3,123,-252,55,121,32.81,1,26,8,0,-,0
0,2,3,124,-251,53,115,48.54,0,27,9,0,-,0
0,2,3,124,-251,53,116,48.54,0,28,9,0,-,0
0,2,3,124,-251,53,117,48.54,0,29,9,0,-,0
1,2,3,124,-251,53,118,48.54,0,30,9,0,-,0
1,2,3,125,-250,56,122,32.81,1,31,10,0,-,0
0,2,3,126,-249,57,123,32.81,1,56,37,0,26.98,7
0,2,3,126,-249,57,124,32.81,1,57,37,0,26.98,7
0,2,3,126,-249,57,125,32.81,1,58,37,0,26.98,7
0,2,3,126,-249,57,126,32.81,1,59,37,0,26.98,7
1,2,3,126,-249,57,127,32.81,1,60,37,0,26.98,7
1,2,3,127,-248,58,128,32.81,1,61,38,0,26.98,7
1,2,3,128,-247,54,119,48.54,0,62,39,0,26.98,7
0,2,3,129,-246,59,129,32.81,1,63,40,0,26.98,7
1,2,3,129,-246,55,120,48.54,0,32,11,0,-,0
4,2,3,130,-245,59,130,32.81,1,33,12,0,-,0
4,2,3,134,-241,63,131,32.81,1,34,16,0,-,0
0,2,3,138,-237,67,132,32.81,1,35,20,0,-,0
4,2,3,138,-237,67,133,32.81,1,36,20,0,-,0
4,2,3,142,-233,71,134,32.81,1,37,24,0,-,0
0,2,3,146,-229,75,135,32.81,1,38,28,0,-,0
0,2,3,146,-229,75,136,32.81,1,39,28,0,-,0
0,2,3,146,-229,56,121,48.54,0,64,40,0,26.98,7
0,2,3,146,-229,56,122,48.54,0,65,40,0,26.98,7
0,2,3,146,-229,56,123,48.54,0,66,40,0,26.98,7
0,2,3,146,-229,56,124,48.54,0,67,40,0,26.98,7
1,2,3,146,-229,56,125,48.54,0,68,40,0,26.98,7
1,2,3,147,-228,57,126,48.54,0,69,41,0,26.98,7
1lb,2,3,148,-227,75,137,32.81,1,70,42,0,26.98,7
0,2,3,149,-226,58,127,48.54,0,71,42,0,26.98,7
0,2,3,149,-226,75,138,32.81,1,0,0,0,39.31,10
0,2,3,149,-226,75,139,32.81,1,1,0,0,39.31,10
0,2,3,149,-226,75,140,32.81,1,2,0,0,39.31,10
0,2,3,149,-226,75,141,32.81,1,3,0,0,39.31,10
0,2,3,149,-226,75,142,32.81,1,4,0,0,39.31,10
0,2,3,149,-226,75,143,32.81,1,5,0,0,39.31,10
0,2,3,149,-226,75,144,32.81,1,6,0,0,39.31,10
0,2,3,149,-226,75,145,32.81,1,7,0,0,39.31,10
0,2,3,149,-226,58,128,48.54,0,72,42,0,26.98,7
0,2,3,149,-226,58,129,48.54,0,73,42,0,26.98,7
0,2,3,149,-226,58,130,48.54,0,74,42,0,26.98,7
1,2,3,149,-226,58,131,48.54,0,75,42,0,26.98,7
1,2,3,150,-225,75,146,32.81,1,76,43,0,26.98,7
1,2,3,151,-224,76,147,32.81,1,77,44,0,26.98,7
0,2,3,152,-223,59,132,48.54,0,78,45,0,26.98,7
0,2,3,152,-223,59,133,48.54,0,79,45,0,26.98,7
1,2,3,152,-223,77,148,32.81,1,8,0,0,39.31,10
0,2,3,153,-222,59,134,48.54,0,9,1,0,39.31,10
0,2,3,153,-222,59,135,48.54,0,10,1,0,39.31,10
0,2,3,153,-222,59,136,48.54,0,11,1,0,39.31,10
0,2,3,153,-222,59,137,48.54,0,12,1,0,39.31,10
0,2,3,153,-222,59,138,48.54,0,13,1,0,39.31,10
1,2,3,153,-222,59,139,48.54,0,14,1,0,39.31,10
0,2,3,154,-221,78,149,32.81,1,15,2,0,39.31,10
0,2,3,154,-221,60,140,48.54,0,80,29,1,48.46,2
0,2,3,154,-221,60,141,48.54,0,81,29,1,48.46,2
0,2,3,154,-221,60,142,48.54,0,82,29,1,48.46,2
0,2,3,154,-221,60,143,48.54,0,83,29,1,48.46,2
1,2,3,154,-221,60,144,48.54,0,84,29,1,48.46,2
1,2,3,155,-220,61,145,48.54,0,85,30,1,48.46,2
0,2,3,156,-219,78,150,32.81,1,86,31,1,48.46,2
0,2,3,156,-219,78,151,32.81,1,87,31,1,48.46,2
0,2,3,156,-219,62,146,48.54,0,16,2,0,39.31,10
0,2,3,156,-219,62,147,48.54,0,17,2,0,39.31,10
0,2,3,156,-219,62,148,48.54,0,18,2,0,39.31,10
0,2,3,156,-219,62,149,48.54,0,19,2,0,39.31,10
0,2,3,156,-219,62,150,48.54,0,20,2,0,39.31,10
0,2,3,156,-219,62,151,48.54,0,21,2,0,39.31,10
0,2,3,156,-219,62,152,48.54,0,22,2,0,39.31,10
0,2,3,156,-219,62,153,48.54,0,23,2,0,39.31,10
0,2,3,156,-219,78,152,32.81,1,88,31,1,48.46,2
4,2,3,156,-219,78,153,32.81,1,89,31,1,48.46,2
4,2,3,160,-215,82,154,32.81,1,90,35,1,48.46,2
0,2,3,164,-211,86,155,32.81,1,91,39,1,48.46,2
0,2,3,164,-211,86,156,32.81,1,92,39,1,48.46,2
0,2,3,164,-211,86,157,32.81,1,93,39,1,48.46,2
1,2,3,164,-211,86,158,32.81,1,94,39,1,48.46,2
0,2,3,165,-210,62,154,48.54,0,95,40,1,48.46,2
1,2,3,165,-210,87,159,32.81,1,24,2,0,39.31,10
0,2,3,166,-209,62,155,48.54,0,25,3,0,39.31,10
0,2,3,166,-209,62,156,48.54,0,26,3,0,39.31,10
0,2,3,166,-209,62,157,48.54,0,27,3,0,39.31,10
0,2,3,166,-209,62,158,48.54,0,28,3,0,39.31,10
0,2,3,166,-209,62,159,48.54,0,29,3,0,39.31,10
0,2,3,166,-209,62,160,48.54,0,30,3,0,39.31,10
2,2,3,166,-209,62,161,48.54,0,31,3,0,39.31,10
1,2,3,168,-207,88,160,32.81,1,96,40,1,48.46,2
1,2,3,169,-206,64,162,48.54,0,97,41,1,48.46,2
1,2,3,170,-205,65,163,48.54,0,98,42,1,48.46,2
0,2,3,171,-204,89,161,32.81,1,99,43,1,48.46,2
0,2,3,171,-204,89,162,32.81,1,100,43,1,48.46,2
0,2,3,171,-204,89,163,32.81,1,101,43,1,48.46,2
0,2,3,171,-204,89,164,32.81,1,102,43,1,48.46,2
0,2,3,171,-204,89,165,32.81,1,103,43,1,48.46,2
0,2,3,171,-204,66,164,48.54,0,32,5,0,39.31,10
0,2,3,171,-204,66,165,48.54,0,33,5,0,39.31,10
0,2,3,171,-204,66,166,48.54,0,34,5,0,39.31,10
0,2,3,171,-204,66,167,48.54,0,35,5,0,39.31,10
0,2,3,171,-204,66,168,48.54,0,36,5,0,39.31,10
0,2,3,171,-204,66,169,48.54,0,37,5,0,39.31,10
0,2,3,171,-204,66,170,48.54,0,38,5,0,39.31,10
0,2,3,171,-204,66,171,48.54,0,39,5,0,39.31,10
0,2,3,171,-204,89,166,32.81,1,104,43,1,48.46,2
1,2,3,171,-204,89,167,32.81,1,105,43,1,48.46,2
1,2,3,172,-203,90,168,32.81,1,106,44,1,48.46,2
1,2,3,173,-202,66,172,48.54,0,107,45,1,48.46,2
0,2,3,174,-201,91,169,32.81,1,108,46,1,48.46,2
0,2,3,174,-201,91,170,32.81,1,109,46,1,48.46,2
2,2,3,174,-201,91,171,32.81,1,110,46,1,48.46,2
2,2,3,176,-199,93,172,32.81,1,111,48,1,48.46,2
0,2,3,178,-197,67,173,48.54,0,40,5,0,39.31,10
0,2,3,178,-197,67,174,48.54,0,41,5,0,39.31,10
0,2,3,178,-197,67,175,48.54,0,42,5,0,39.31,10
1,2,3,178,-197,67,176,48.54,0,43,5,0,39.31,10
0,2,3,179,-196,95,173,32.81,1,44,6,0,39.31,10
0,2,3,179,-196,95,174,32.81,1,45,6,0,39.31,10
0,2,3,179,-196,95,175,32.81,1,46,6,0,39.31,10
4,2,3,179,-196,95,176,32.81,1,47,6,0,39.31,10
0,2,3,183,-192,68,177,48.54,0,40,28,0,-,0
0,2,3,183,-192,68,178,48.54,0,41,28,0,-,0
0,2,3,183,-192,68,179,48.54,0,42,28,0,-,0
0,2,3,183,-192,68,180,48.54,0,43,28,0,-,0
0,2,3,183,-192,68,181,48.54,0,44,28,0,-,0
0,2,3,183,-192,68,182,48.54,0,45,28,0,-,0
0,2,3,183,-192,68,183,48.54,0,46,28,0,-,0
1,2,3,183,-192,68,184,48.54,0,47,28,0,-,0
0,2,3,184,-191,69,185,48.54,0,48,10,0,39.31,10
0,2,3,184,-191,69,186,48.54,0,49,10,0,39.31,10
0,2,3,184,-191,69,187,48.54,0,50,10,0,39.31,10
0,2,3,184,-191,69,188,48.54,0,51,10,0,39.31,10
1,2,3,184,-191,69,189,48.54,0,52,10,0,39.31,10
1,2,3,185,-190,70,190,48.54,0,53,11,0,39.31,10
0,2,3,186,-189,99,177,32.81,1,54,12,0,39.31,10
0,2,3,186,-189,99,178,32.81,1,55,12,0,39.31,10
0,2,3,186,-189,71,191,48.54,0,48,29,0,-,0
1,2,3,186,-189,71,192,48.54,0,49,29,0,-,0
1,2,3,187,-188,72,193,48.54,0,50,30,0,-,0
0,2,3,188,-187,99,179,32.81,1,51,31,0,-,0
0,2,3,188,-187,99,180,32.81,1,52,31,0,-,0
0,2,3,188,-187,99,181,32.81,1,53,31,0,-,0
0,2,3,188,-187,99,182,32.81,1,54,31,0,-,0
0,2,3,188,-187,99,183,32.81,1,55,31,0,-,0
0,2,3,188,-187,73,194,48.54,0,56,12,0,39.31,10
0,2,3,188,-187,73,195,48.54,0,57,12,0,39.31,10
0,2,3,188,-187,73,196,48.54,0,58,12,0,39.31,10
0,2,3,188,-187,73,197,48.54,0,59,12,0,39.31,10
0,2,3,188,-187,73,198,48.54,0,60,12,0,39.31,10
0,2,3,188,-187,73,199,48.54,0,61,12,0,39.31,10
