outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bat_arm,bowl_balls,bowl_runs,bowl_wkts,bowl_avg,bowl_type
0,3,0,0,-87,0,0,27.8,0,0,0,0,28.78,2
0,3,0,0,-87,0,1,27.8,0,1,0,0,28.78,2
0,3,0,0,-87,0,2,27.8,0,2,0,0,28.78,2
1,3,0,0,-87,0,3,27.8,0,3,0,0,28.78,2
0,3,0,1,-86,0,0,47.55,1,4,1,0,28.78,2
0,3,0,1,-86,0,1,47.55,1,5,1,0,28.78,2
0,3,0,1,-86,1,4,27.8,0,0,0,0,30.81,2
0,3,0,1,-86,1,5,27.8,0,1,0,0,30.81,2
0,3,0,1,-86,1,6,27.8,0,2,0,0,30.81,2
0,3,0,1,-86,1,7,27.8,0,3,0,0,30.81,2
0,3,0,1,-86,1,8,27.8,0,4,0,0,30.81,2
4,3,0,1,-86,1,9,27.8,0,5,0,0,30.81,2
0,3,0,5,-82,0,2,47.55,1,6,1,0,28.78,2
4,3,0,5,-82,0,3,47.55,1,7,1,0,28.78,2
4,3,0,9,-78,4,4,47.55,1,8,5,0,28.78,2
0,3,0,13,-74,8,5,47.55,1,9,9,0,28.78,2
0,3,0,13,-74,8,6,47.55,1,10,9,0,28.78,2
W,3,0,13,-74,8,7,47.55,1,11,9,0,28.78,2
0,3,1,13,-74,5,10,27.8,0,6,4,0,30.81,2
0,3,1,13,-74,5,11,27.8,0,7,4,0,30.81,2
0,3,1,13,-74,5,12,27.8,0,8,4,0,30.81,2
0,3,1,13,-74,5,13,27.8,0,9,4,0,30.81,2
0,3,1,13,-74,5,14,27.8,0,10,4,0,30.81,2
0,3,1,13,-74,5,15,27.8,0,11,4,0,30.81,2
0,3,1,13,-74,0,0,42.05,1,12,9,1,28.78,2
0,3,1,13,-74,0,1,42.05,1,13,9,1,28.78,2
0,3,1,13,-74,0,2,42.05,1,14,9,1,28.78,2
0,3,1,13,-74,0,3,42.05,1,15,9,1,28.78,2
0,3,1,13,-74,0,4,42.05,1,16,9,1,28.78,2
1,3,1,13,-74,0,5,42.05,1,17,9,1,28.78,2
1,3,1,14,-73,1,6,42.05,1,12,4,0,30.81,2
0,3,1,15,-72,5,16,27.8,0,13,5,0,30.81,2
0,3,1,15,-72,5,17,27.8,0,14,5,0,30.81,2
0,3,1,15,-72,5,18,27.8,0,15,5,0,30.81,2
0,3,1,15,-72,5,19,27.8,0,16,5,0,30.81,2
0,3,1,15,-72,5,20,27.8,0,17,5,0,30.81,2
0,3,1,15,-72,2,7,42.05,1,18,10,1,28.78,2
0,3,1,15,-72,2,8,42.05,1,19,10,1,28.78,2
1,3,1,15,-72,2,9,42.05,1,20,10,1,28.78,2
0,3,1,16,-71,5,21,27.8,0,21,11,1,28.78,2
0,3,1,16,-71,5,22,27.8,0,22,11,1,28.78,2
1,3,1,16,-71,5,23,27.8,0,23,11,1,28.78,2
0,3,1,17,-70,6,24,27.8,0,0,0,0,36.59,4
1b,3,1,17,-70,6,25,27.8,0,1,0,0,36.59,4
4,3,1,18,-69,3,10,42.05,1,2,0,0,36.59,4
0,3,1,22,-65,7,11,42.05,1,3,4,0,36.59,4
2,3,1,22,-65,7,12,42.05,1,4,4,0,36.59,4
2,3,1,24,-63,9,13,42.05,1,5,6,0,36.59,4
0,3,1,26,-61,6,26,27.8,0,24,12,1,28.78,2
0,3,1,26,-61,6,27,27.8,0,25,12,1,28.78,2
0,3,1,26,-61,6,28,27.8,0,26,12,1,28.78,2
1,3,1,26,-61,6,29,27.8,0,27,12,1,28.78,2
0,3,1,27,-60,11,14,42.05,1,28,13,1,28.78,2
0,3,1,27,-60,11,15,42.05,1,29,13,1,28.78,2
