outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bat_arm,bowl_balls,bowl_runs,bowl_wkts,bowl_avg,bowl_type
4,1,2,69,69,40,74,44.02,1,26,14,0,31.37,7
0,1,2,73,73,44,75,44.02,1,27,18,0,31.37,7
0,1,2,73,73,44,76,44.02,1,28,18,0,31.37,7
4,1,2,73,73,44,77,44.02,1,29,18,0,31.37,7
0,1,2,77,77,15,31,47.12,0,42,11,0,27.29,3
0,1,2,77,77,15,32,47.12,0,43,11,0,27.29,3
0,1,2,77,77,15,33,47.12,0,44,11,0,27.29,3
0,1,2,77,77,15,34,47.12,0,45,11,0,27.29,3
0,1,2,77,77,15,35,47.12,0,46,11,0,27.29,3
1,1,2,77,77,15,36,47.12,0,47,11,0,27.29,3
1,1,2,78,78,16,37,47.12,0,0,0,0,50.5,4
0,1,2,79,79,48,78,44.02,1,1,1,0,50.5,4
0,1,2,79,79,48,79,44.02,1,2,1,0,50.5,4
1,1,2,79,79,48,80,44.02,1,3,1,0,50.5,4
0,1,2,80,80,17,38,47.12,0,4,2,0,50.5,4
4,1,2,80,80,17,39,47.12,0,5,2,0,50.5,4
0,1,2,84,84,49,81,44.02,1,30,14,1,30.96,2
0,1,2,84,84,49,82,44.02,1,31,14,1,30.96,2
0,1,2,84,84,49,83,44.02,1,32,14,1,30.96,2
0,1,2,84,84,49,84,44.02,1,33,14,1,30.96,2
0,1,2,84,84,49,85,44.02,1,34,14,1,30.96,2
2,1,2,84,84,49,86,44.02,1,35,14,1,30.96,2
0,1,2,86,86,21,40,47.12,0,48,25,1,28.77,2
0,1,2,86,86,21,41,47.12,0,49,25,1,28.77,2
0,1,2,86,86,21,42,47.12,0,50,25,1,28.77,2
0,1,2,86,86,21,43,47.12,0,51,25,1,28.77,2
0,1,2,86,86,21,44,47.12,0,52,25,1,28.77,2
0,1,2,86,86,21,45,47.12,0,53,25,1,28.77,2
1,1,2,86,86,51,87,44.02,1,36,16,1,30.96,2
0,1,2,87,87,21,46,47.12,0,37,17,1,30.96,2
0,1,2,87,87,21,47,47.12,0,38,17,1,30.96,2
1,1,2,87,87,21,48,47.12,0,39,17,1,30.96,2
0,1,2,88,88,52,88,44.02,1,40,18,1,30.96,2
0,1,2,88,88,52,89,44.02,1,41,18,1,30.96,2
0,1,2,88,88,22,49,47.12,0,54,25,1,28.77,2
1,1,2,88,88,22,50,47.12,0,55,25,1,28.77,2
0,1,2,89,89,52,90,44.02,1,56,26,1,28.77,2
0,1,2,89,89,52,91,44.02,1,57,26,1,28.77,2
0,1,2,89,89,52,92,44.02,1,58,26,1,28.77,2
1,1,2,89,89,52,93,44.02,1,59,26,1,28.77,2
0,1,2,90,90,53,94,44.02,1,42,18,1,30.96,2
0,1,2,90,90,53,95,44.02,1,43,18,1,30.96,2
0,1,2,90,90,53,96,44.02,1,44,18,1,30.96,2
0,1,2,90,90,53,97,44.02,1,45,18,1,30.96,2
0,1,2,90,90,53,98,44.02,1,46,18,1,30.96,2
1,1,2,90,90,53,99,44.02,1,47,18,1,30.96,2
0,1,2,91,91,54,100,44.02,1,60,27,1,28.77,2
0,1,2,91,91,54,101,44.02,1,61,27,1,28.77,2
0,1,2,91,91,54,102,44.02,1,62,27,1,28.77,2
0,1,2,91,91,54,103,44.02,1,63,27,1,28.77,2
0,1,2,91,91,54,104,44.02,1,64,27,1,28.77,2
0,1,2,91,91,54,105,44.02,1,65,27,1,28.77,2
0,1,2,91,91,23,51,47.12,0,48,19,1,30.96,2
0,1,2,91,91,23,52,47.12,0,49,19,1,30.96,2
0,1,2,91,91,23,53,47.12,0,50,19,1,30.96,2
0,1,2,91,91,23,54,47.12,0,51,19,1,30.96,2
1,1,2,91,91,23,55,47.12,0,52,19,1,30.96,2
0,1,2,92,92,54,106,44.02,1,53,20,1,30.96,2
1,1,2,92,92,24,56,47.12,0,66,27,1,28.77,2
0,1,2,93,93,54,107,44.02,1,67,28,1,28.77,2
1,1,2,93,93,54,108,44.02,1,68,28,1,28.77,2
0,1,2,94,94,25,57,47.12,0,69,29,1,28.77,2
0,1,2,94,94,25,58,47.12,0,70,29,1,28.77,2
0,1,2,94,94,25,59,47.12,0,71,29,1,28.77,2
0,1,2,94,94,55,109,44.02,1,54,20,1,30.96,2
0,1,2,94,94,55,110,44.02,1,55,20,1,30.96,2
0,1,2,94,94,55,111,44.02,1,56,20,1,30.96,2
0,1,2,94,94,55,112,44.02,1,57,20,1,30.96,2
4,1,2,94,94,55,113,44.02,1,58,20,1,30.96,2
0,1,2,98,98,59,114,44.02,1,59,24,1,30.96,2
0,1,2,98,98,25,60,47.12,0,48,12,0,27.29,3
2,1,2,98,98,25,61,47.12,0,49,12,0,27.29,3
0,1,2,100,100,27,62,47.12,0,50,14,0,27.29,3
4,1,2,100,100,27,63,47.12,0,51,14,0,27.29,3
4,1,2,104,104,31,64,47.12,0,52,18,0,27.29,3
0,1,2,108,108,35,65,47.12,0,53,22,0,27.29,3
3,1,2,108,108,59,115,44.02,1,30,22,0,31.37,7
4,1,2,111,111,35,66,47.12,0,31,25,0,31.37,7
0,1,2,115,115,39,67,47.12,0,32,29,0,31.37,7
0,1,2,115,115,39,68,47.12,0,33,29,0,31.37,7
0,1,2,115,115,39,69,47.12,0,34,29,0,31.37,7
2,1,2,115,115,39,70,47.12,0,35,29,0,31.37,7
4,1,2,117,117,62,116,44.02,1,54,22,0,27.29,3
0,1,2,121,121,66,117,44.02,1,55,26,0,27.29,3
2,1,2,121,121,66,118,44.02,1,56,26,0,27.29,3
0,1,2,123,123,68,119,44.02,1,57,28,0,27.29,3
0,1,2,123,123,68,120,44.02,1,58,28,0,27.29,3
0,1,2,123,123,68,121,44.02,1,59,28,0,27.29,3
0,1,2,123,123,41,71,47.12,0,36,31,0,31.37,7
0,1,2,123,123,41,72,47.12,0,37,31,0,31.37,7
0,1,2,123,123,41,73,47.12,0,38,31,0,31.37,7
0,1,2,123,123,41,74,47.12,0,39,31,0,31.37,7
0,1,2,123,123,41,75,47.12,0,40,31,0,31.37,7
0,1,2,123,123,41,76,47.12,0,41,31,0,31.37,7
0,1,2,123,123,68,122,44.02,1,60,28,0,27.29,3
0,1,2,123,123,68,123,44.02,1,61,28,0,27.29,3
1,1,2,123,123,68,124,44.02,1,62,28,0,27.29,3
0,1,2,124,124,41,77,47.12,0,63,29,0,27.29,3
0,1,2,124,124,41,78,47.12,0,64,29,0,27.29,3
0,1,2,124,124,41,79,47.12,0,65,29,0,27.29,3
0,1,2,124,124,69,125,44.02,1,42,31,0,31.37,7
0,1,2,124,124,69,126,44.02,1,43,31,0,31.37,7
0,1,2,124,124,69,127,44.02,1,44,31,0,31.37,7
1,1,2,124,124,69,128,44.02,1,45,31,0,31.37,7
0,1,2,125,125,41,80,47.12,0,46,32,0,31.37,7
1,1,2,125,125,41,81,47.12,0,47,32,0,31.37,7
0,1,2,126,126,42,82,47.12,0,66,29,0,27.29,3
0,1,2,126,126,42,83,47.12,0,67,29,0,27.29,3
0,1,2,126,126,42,84,47.12,0,68,29,0,27.29,3
1,1,2,126,126,42,85,47.12,0,69,29,0,27.29,3
1,1,2,127,127,70,129,44.02,1,70,30,0,27.29,3
0,1,2,128,128,43,86,47.12,0,71,31,0,27.29,3
1,1,2,128,128,71,130,44.02,1,48,33,0,31.37,7
0,1,2,129,129,43,87,47.12,0,49,34,0,31.37,7
4,1,2,129,129,43,88,47.12,0,50,34,0,31.37,7
0,1,2,133,133,47,89,47.12,0,51,38,0,31.37,7
0,1,2,133,133,47,90,47.12,0,52,38,0,31.37,7
0,1,2,133,133,47,91,47.12,0,53,38,0,31.37,7
0,1,2,133,133,72,131,44.02,1,0,0,0,33.45,2
2,1,2,133,133,72,132,44.02,1,1,0,0,33.45,2
4,1,2,135,135,74,133,44.02,1,2,2,0,33.45,2
0,1,2,139,139,78,134,44.02,1,3,6,0,33.45,2
0,1,2,139,139,78,135,44.02,1,4,6,0,33.45,2
1,1,2,139,139,78,136,44.02,1,5,6,0,33.45,2
0,1,2,140,140,79,137,44.02,1,60,24,1,30.96,2
0,1,2,140,140,79,138,44.02,1,61,24,1,30.96,2
0,1,2,140,140,79,139,44.02,1,62,24,1,30.96,2
0,1,2,140,140,79,140,44.02,1,63,24,1,30.96,2
4,1,2,140,140,79,141,44.02,1,64,24,1,30.96,2
0,1,2,144,144,83,142,44.02,1,65,28,1,30.96,2
0,1,2,144,144,47,92,47.12,0,6,7,0,33.45,2
1,1,2,144,144,47,93,47.12,0,7,7,0,33.45,2
1,1,2,145,145,83,143,44.02,1,8,8,0,33.45,2
0,1,2,146,146,48,94,47.12,0,9,9,0,33.45,2
1,1,2,146,146,48,95,47.12,0,10,9,0,33.45,2
4,1,2,147,147,84,144,44.02,1,11,10,0,33.45,2
0,1,2,151,151,49,96,47.12,0,66,28,1,30.96,2
0,1,2,151,151,49,97,47.12,0,67,28,1,30.96,2
4,1,2,151,151,49,98,47.12,0,68,28,1,30.96,2
W,1,2,155,155,53,99,47.12,0,69,32,1,30.96,2
0,1,3,155,155,0,0,43.42,1,70,32,2,30.96,2
1,1,3,155,155,0,1,43.42,1,71,32,2,30.96,2
0,1,3,156,156,1,2,43.42,1,72,29,1,28.77,2
0,1,3,156,156,1,3,43.42,1,73,29,1,28.77,2
0,1,3,156,156,1,4,43.42,1,74,29,1,28.77,2
0,1,3,156,156,1,5,43.42,1,75,29,1,28.77,2
0,1,3,156,156,1,6,43.42,1,76,29,1,28.77,2
0,1,3,156,156,1,7,43.42,1,77,29,1,28.77,2
0,1,3,156,156,88,145,44.02,1,72,33,2,30.96,2
0,1,3,156,156,88,146,44.02,1,73,33,2,30.96,2
4,1,3,156,156,88,147,44.02,1,74,33,2,30.96,2
0,1,3,160,160,92,148,44.02,1,75,37,2,30.96,2
0,1,3,160,160,92,149,44.02,1,76,37,2,30.96,2
0,1,3,160,160,92,150,44.02,1,77,37,2,30.96,2
0,1,3,160,160,1,8,43.42,1,78,29,1,28.77,2
0,1,3,160,160,1,9,43.42,1,79,29,1,28.77,2
4,1,3,160,160,1,10,43.42,1,80,29,1,28.77,2
0,1,3,164,164,5,11,43.42,1,81,33,1,28.77,2
0,1,3,164,164,5,12,43.42,1,82,33,1,28.77,2
0,1,3,164,164,5,13,43.42,1,83,33,1,28.77,2
0,1,3,164,164,92,151,44.02,1,78,37,2,30.96,2
4,1,3,164,164,92,152,44.02,1,79,37,2,30.96,2
0,1,3,168,168,96,153,44.02,1,80,41,2,30.96,2
0,1,3,168,168,96,154,44.02,1,81,41,2,30.96,2
0,1,3,168,168,96,155,44.02,1,82,41,2,30.96,2
0,1,3,168,168,96,156,44.02,1,83,41,2,30.96,2
0,1,3,168,168,5,14,43.42,1,72,31,0,27.29,3
0,1,3,168,168,5,15,43.42,1,73,31,0,27.29,3
0,1,3,168,168,5,16,43.42,1,74,31,0,27.29,3
0,1,3,168,168,5,17,43.42,1,75,31,0,27.29,3
0,1,3,168,168,5,18,43.42,1,76,31,0,27.29,3
0,1,3,168,168,5,19,43.42,1,77,31,0,27.29,3
0,1,3,168,168,96,157,44.02,1,6,6,0,50.5,4
4,1,3,168,168,96,158,44.02,1,7,6,0,50.5,4
0,1,3,172,172,100,159,44.02,1,8,10,0,50.5,4
1,1,3,172,172,100,160,44.02,1,9,10,0,50.5,4
0,1,3,173,173,5,20,43.42,1,10,11,0,50.5,4
0,1,3,173,173,5,21,43.42,1,11,11,0,50.5,4
0,1,3,173,173,101,161,44.02,1,78,31,0,27.29,3
0,1,3,173,173,101,162,44.02,1,79,31,0,27.29,3
0,1,3,173,173,101,163,44.02,1,80,31,0,27.29,3
0,1,3,173,173,101,164,44.02,1,81,31,0,27.29,3
1lb,1,3,173,173,101,165,44.02,1,82,31,0,27.29,3
4,1,3,174,174,5,22,43.42,1,83,31,0,27.29,3
0,1,3,178,178,101,166,44.02,1,84,33,1,28.77,2
0,1,3,178,178,101,167,44.02,1,85,33,1,28.77,2
4,1,3,178,178,101,168,44.02,1,86,33,1,28.77,2
0,1,3,182,182,105,169,44.02,1,87,37,1,28.77,2
0,1,3,182,182,105,170,44.02,1,88,37,1,28.77,2
W,1,3,182,182,105,171,44.02,1,89,37,1,28.77,2
0,1,4,182,182,9,23,43.42,1,84,35,0,27.29,3
0,1,4,182,182,9,24,43.42,1,85,35,0,27.29,3
0,1,4,182,182,9,25,43.42,1,86,35,0,27.29,3
0,1,4,182,182,9,26,43.42,1,87,35,0,27.29,3
4,1,4,182,182,9,27,43.42,1,88,35,0,27.29,3
0,1,4,186,186,13,28,43.42,1,89,39,0,27.29,3
0,1,4,186,186,0,0,40.67,0,90,37,2,28.77,2
1,1,4,186,186,0,1,40.67,0,91,37,2,28.77,2
0,1,4,187,187,13,29,43.42,1,92,38,2,28.77,2
0,1,4,187,187,13,30,43.42,1,93,38,2,28.77,2
0,1,4,187,187,13,31,43.42,1,94,38,2,28.77,2
0,1,4,187,187,13,32,43.42,1,95,38,2,28.77,2
0,1,4,187,187,1,2,40.67,0,90,39,0,27.29,3
0,1,4,187,187,1,3,40.67,0,91,39,0,27.29,3
0,1,4,187,187,1,4,40.67,0,92,39,0,27.29,3
0,1,4,187,187,1,5,40.67,0,93,39,0,27.29,3
0,1,4,187,187,1,6,40.67,0,94,39,0,27.29,3
0,1,4,187,187,1,7,40.67,0,95,39,0,27.29,3
0,1,4,187,187,13,33,43.42,1,96,38,2,28.77,2
0,1,4,187,187,13,34,43.42,1,97,38,2,28.77,2
0,1,4,187,187,13,35,43.42,1,98,38,2,28.77,2
0,1,4,187,187,13,36,43.42,1,99,38,2,28.77,2
0,1,4,187,187,13,37,43.42,1,100,38,2,28.77,2
1,1,4,187,187,13,38,43.42,1,101,38,2,28.77,2
0,1,4,188,188,14,39,43.42,1,96,39,0,27.29,3
0,1,4,188,188,14,40,43.42,1,97,39,0,27.29,3
0,1,4,188,188,14,41,43.42,1,98,39,0,27.29,3
0,1,4,188,188,14,42,43.42,1,99,39,0,27.29,3
0,1,4,188,188,14,43,43.42,1,100,39,0,27.29,3
0,1,4,188,188,14,44,43.42,1,101,39,0,27.29,3
0,1,4,188,188,1,8,40.67,0,54,38,0,31.37,7
0,1,4,188,188,1,9,40.67,0,55,38,0,31.37,7
0,1,4,188,188,1,10,40.67,0,56,38,0,31.37,7
1,1,4,188,188,1,11,40.67,0,57,38,0,31.37,7
2,1,4,189,189,14,45,43.42,1,58,39,0,31.37,7
0,1,4,191,191,16,46,43.42,1,59,41,0,31.37,7
0,1,4,191,191,2,12,40.67,0,84,41,2,30.96,2
0,1,4,191,191,2,13,40.67,0,85,41,2,30.96,2
0,1,4,191,191,2,14,40.67,0,86,41,2,30.96,2
0,1,4,191,191,2,15,40.67,0,87,41,2,30.96,2
0,1,4,191,191,2,16,40.67,0,88,41,2,30.96,2
0,1,4,191,191,2,17,40.67,0,89,41,2,30.96,2
W,1,4,191,191,16,47,43.42,1,60,41,0,31.37,7
0,1,5,191,191,0,0,73.0,0,61,41,1,31.37,7
0,1,5,191,191,0,1,73.0,0,62,41,1,31.37,7
0,1,5,191,191,0,2,73.0,0,63,41,1,31.37,7
0,1,5,191,191,0,3,73.0,0,64,41,1,31.37,7
0,1,5,191,191,0,4,73.0,0,65,41,1,31.37,7
0,1,5,191,191,2,18,40.67,0,90,41,2,30.96,2
0,1,5,191,191,2,19,40.67,0,91,41,2,30.96,2
0,1,5,191,191,2,20,40.67,0,92,41,2,30.96,2
1,1,5,191,191,2,21,40.67,0,93,41,2,30.96,2
0,1,5,192,192,0,5,73.0,0,94,42,2,30.96,2
0,1,5,192,192,0,6,73.0,0,95,42,2,30.96,2
0,1,5,192,192,3,22,40.67,0,66,41,1,31.37,7
0,1,5,192,192,3,23,40.67,0,67,41,1,31.37,7
0,1,5,192,192,3,24,40.67,0,68,41,1,31.37,7
0,1,5,192,192,3,25,40.67,0,69,41,1,31.37,7
0,1,5,192,192,3,26,40.67,0,70,41,1,31.37,7
0,1,5,192,192,3,27,40.67,0,71,41,1,31.37,7
0,1,5,192,192,0,7,73.0,0,96,42,2,30.96,2
4,1,5,192,192,0,8,73.0,0,97,42,2,30.96,2
0,1,5,196,196,4,9,73.0,0,98,46,2,30.96,2
1,1,5,196,196,4,10,73.0,0,99,46,2,30.96,2
4,1,5,197,197,3,28,40.67,0,100,47,2,30.96,2
0,1,5,201,201,7,29,40.67,0,101,51,2,30.96,2
0,1,5,201,201,5,11,73.0,0,72,41,1,31.37,7
0,1,5,201,201,5,12,73.0,0,73,41,1,31.37,7
1,1,5,201,201,5,13,73.0,0,74,41,1,31.37,7
0,1,5,202,202,7,30,40.67,0,75,42,1,31.37,7
0,1,5,202,202,7,31,40.67,0,76,42,1,31.37,7
0,1,5,202,202,7,32,40.67,0,77,42,1,31.37,7
0,1,5,202,202,6,14,73.0,0,102,51,2,30.96,2
0,1,5,202,202,6,15,73.0,0,103,51,2,30.96,2
0,1,5,202,202,6,16,73.0,0,104,51,2,30.96,2
0,1,5,202,202,6,17,73.0,0,105,51,2,30.96,2
0,1,5,202,202,6,18,73.0,0,106,51,2,30.96,2
0,1,5,202,202,6,19,73.0,0,107,51,2,30.96,2
0,1,5,202,202,7,33,40.67,0,78,42,1,31.37,7
4,1,5,202,202,7,34,40.67,0,79,42,1,31.37,7
0,1,5,206,206,11,35,40.67,0,80,46,1,31.37,7
0,1,5,206,206,11,36,40.67,0,81,46,1,31.37,7
0,1,5,206,206,11,37,40.67,0,82,46,1,31.37,7
0,1,5,206,206,11,38,40.67,0,83,46,1,31.37,7
0,1,5,206,206,6,20,73.0,0,12,14,0,33.45,2
0,1,5,206,206,6,21,73.0,0,13,14,0,33.45,2
0,1,5,206,206,6,22,73.0,0,14,14,0,33.45,2
0,1,5,206,206,6,23,73.0,0,15,14,0,33.45,2
0,1,5,206,206,6,24,73.0,0,16,14,0,33.45,2
0,1,5,206,206,6,25,73.0,0,17,14,0,33.45,2
0,1,5,206,206,11,39,40.67,0,0,0,0,-,5
0,1,5,206,206,11,40,40.67,0,1,0,0,-,5
0,1,5,206,206,11,41,40.67,0,2,0,0,-,5
0,1,5,206,206,11,42,40.67,0,3,0,0,-,5
0,1,5,206,206,11,43,40.67,0,4,0,0,-,5
1,1,5,206,206,11,44,40.67,0,5,0,0,-,5
