outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bat_arm,bowl_balls,bowl_runs,bowl_wkts,bowl_avg,bowl_type
0,4,5,95,-305,6,5,35.7,0,58,25,2,21.64,3
0,4,5,95,-305,6,6,35.7,0,59,25,2,21.64,3
W,4,5,95,-305,6,7,35.7,0,60,25,2,21.64,3
W,4,6,95,-305,6,27,33.76,1,78,35,3,31.87,4
4,4,7,95,-305,0,0,30.52,0,79,35,4,31.87,4
1,4,7,99,-301,4,1,30.52,0,80,39,4,31.87,4
0,4,7,100,-300,0,0,28.97,1,81,40,4,31.87,4
0,4,7,100,-300,0,1,28.97,1,82,40,4,31.87,4
0,4,7,100,-300,0,2,28.97,1,83,40,4,31.87,4
4,4,7,100,-300,5,2,30.52,0,61,25,3,21.64,3
4lb,4,7,104,-296,9,3,30.52,0,62,29,3,21.64,3
0,4,7,108,-292,9,4,30.52,0,63,29,3,21.64,3
2,4,7,108,-292,9,5,30.52,0,64,29,3,21.64,3
0,4,7,110,-290,11,6,30.52,0,65,31,3,21.64,3
1,4,7,110,-290,11,7,30.52,0,66,31,3,21.64,3
0,4,7,111,-289,12,8,30.52,0,84,40,4,31.87,4
0,4,7,111,-289,12,9,30.52,0,85,40,4,31.87,4
0,4,7,111,-289,12,10,30.52,0,86,40,4,31.87,4
1,4,7,111,-289,12,11,30.52,0,87,40,4,31.87,4
0,4,7,112,-288,0,3,28.97,1,88,41,4,31.87,4
0,4,7,112,-288,0,4,28.97,1,89,41,4,31.87,4
0,4,7,112,-288,13,12,30.52,0,37,13,0,26.97,2
4,4,7,112,-288,13,13,30.52,0,38,13,0,26.97,2
0,4,7,116,-284,17,14,30.52,0,39,17,0,26.97,2
0,4,7,116,-284,17,15,30.52,0,40,17,0,26.97,2
0,4,7,116,-284,17,16,30.52,0,41,17,0,26.97,2
0,4,7,116,-284,17,17,30.52,0,42,17,0,26.97,2
2,4,7,116,-284,0,5,28.97,1,90,41,4,31.87,4
0,4,7,118,-282,2,6,28.97,1,91,43,4,31.87,4
0,4,7,118,-282,2,7,28.97,1,92,43,4,31.87,4
0,4,7,118,-282,2,8,28.97,1,93,43,4,31.87,4
0,4,7,118,-282,2,9,28.97,1,94,43,4,31.87,4
0,4,7,118,-282,2,10,28.97,1,95,43,4,31.87,4
0,4,7,118,-282,17,18,30.52,0,43,17,0,26.97,2
0,4,7,118,-282,17,19,30.52,0,44,17,0,26.97,2
4,4,7,118,-282,17,20,30.52,0,45,17,0,26.97,2
4,4,7,122,-278,21,21,30.52,0,46,21,0,26.97,2
0,4,7,126,-274,25,22,30.52,0,47,25,0,26.97,2
4,4,7,126,-274,25,23,30.52,0,48,25,0,26.97,2
0,4,7,130,-270,2,11,28.97,1,96,43,4,31.87,4
0,4,7,130,-270,2,12,28.97,1,97,43,4,31.87,4
0,4,7,130,-270,2,13,28.97,1,98,43,4,31.87,4
0,4,7,130,-270,2,14,28.97,1,99,43,4,31.87,4
0,4,7,130,-270,2,15,28.97,1,100,43,4,31.87,4
0,4,7,130,-270,2,16,28.97,1,101,43,4,31.87,4
0,4,7,130,-270,29,24,30.52,0,45,18,0,30.37,2
1,4,7,130,-270,29,25,30.52,0,46,18,0,30.37,2
0,4,7,131,-269,2,17,28.97,1,47,19,0,30.37,2
0,4,7,131,-269,2,18,28.97,1,48,19,0,30.37,2
0,4,7,131,-269,2,19,28.97,1,49,19,0,30.37,2
0,4,7,131,-269,2,20,28.97,1,50,19,0,30.37,2
0,4,7,131,-269,30,26,30.52,0,0,0,0,55.41,5
0,4,7,131,-269,30,27,30.52,0,1,0,0,55.41,5
0,4,7,131,-269,30,28,30.52,0,2,0,0,55.41,5
0,4,7,131,-269,30,29,30.52,0,3,0,0,55.41,5
0,4,7,131,-269,30,30,30.52,0,4,0,0,55.41,5
0,4,7,131,-269,30,31,30.52,0,5,0,0,55.41,5
0,4,7,131,-269,2,21,28.97,1,51,19,0,30.37,2
2,4,7,131,-269,2,22,28.97,1,52,19,0,30.37,2
0,4,7,133,-267,4,23,28.97,1,53,21,0,30.37,2
0,4,7,133,-267,4,24,28.97,1,54,21,0,30.37,2
0,4,7,133,-267,4,25,28.97,1,55,21,0,30.37,2
0,4,7,133,-267,4,26,28.97,1,56,21,0,30.37,2
0,4,7,133,-267,30,32,30.52,0,102,43,4,31.87,4
1,4,7,133,-267,30,33,30.52,0,103,43,4,31.87,4
W,4,7,134,-266,4,27,28.97,1,104,44,4,31.87,4
W,4,8,134,-266,0,0,19.24,1,105,44,5,31.87,4
0,4,9,134,-266,0,0,9.68,1,106,44,6,31.87,4
0,4,9,134,-266,0,1,9.68,1,107,44,6,31.87,4
0,4,9,134,-266,31,34,30.52,0,57,21,0,30.37,2
0,4,9,134,-266,31,35,30.52,0,58,21,0,30.37,2
0,4,9,134,-266,31,36,30.52,0,59,21,0,30.37,2
0,4,9,134,-266,31,37,30.52,0,60,21,0,30.37,2
0,4,9,134,-266,31,38,30.52,0,61,21,0,30.37,2
0,4,9,134,-266,31,39,30.52,0,62,21,0,30.37,2
0,4,9,134,-266,0,2,9.68,1,108,44,6,31.87,4
0,4,9,134,-266,0,3,9.68,1,109,44,6,31.87,4
0,4,9,134,-266,0,4,9.68,1,110,44,6,31.87,4
0,4,9,134,-266,0,5,9.68,1,111,44,6,31.87,4
0,4,9,134,-266,0,6,9.68,1,112,44,6,31.87,4
0,4,9,134,-266,0,7,9.68,1,113,44,6,31.87,4
0,4,9,134,-266,31,40,30.52,0,63,21,0,30.37,2
0,4,9,134,-266,31,41,30.52,0,64,21,0,30.37,2
0,4,9,134,-266,31,42,30.52,0,65,21,0,30.37,2
0,4,9,134,-266,31,43,30.52,0,66,21,0,30.37,2
4,4,9,134,-266,31,44,30.52,0,67,21,0,30.37,2
1,4,9,138,-262,35,45,30.52,0,68,25,0,30.37,2
0,4,9,139,-261,36,46,30.52,0,114,44,6,31.87,4
0,4,9,139,-261,36,47,30.52,0,115,44,6,31.87,4
0,4,9,139,-261,36,48,30.52,0,116,44,6,31.87,4
0,4,9,139,-261,36,49,30.52,0,117,44,6,31.87,4
1,4,9,139,-261,36,50,30.52,0,118,44,6,31.87,4
4,4,9,140,-260,0,8,9.68,1,119,45,6,31.87,4
0,4,9,144,-256,37,51,30.52,0,67,32,3,21.64,3
0,4,9,144,-256,37,52,30.52,0,68,32,3,21.64,3
W,4,9,144,-256,37,53,30.52,0,69,32,3,21.64,3
