dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
51,Jatinder Singh,Jatinder Singh,OMAN,11,16.54,53.21,450.0,146.00,3.89,225.0,Right-hand bat,Right-arm offbreak
52,Javed Ahmadi,Javed Ahmadi,AFG,41,23.80,75.60,-,-,-,-,Right-hand bat,Right-arm offbreak
53,Javed Omar,Javed Omar,BDESH,48,23.06,52.29,1889.0,26.22,2.58,60.9,Right-hand bat,Legbreak
54,Saman Jayantha,WS Jayantha,SL,17,26.66,75.47,-,-,-,-,Right-hand bat,Right-arm offbreak
55,Pradeep Jeyapragash,PS Jayaprakashdaran,SL,-,-,-,102.0,86.00,5.05,102.0,Right-hand bat,Right-arm fast-medium
56,Shehan Jayasuriya,GSNFG Jayasuriya,SL,10,21.66,71.42,-,-,-,-,Left-hand bat,Right-arm offbreak
57,Prabath Jayasuriya,NGRP Jayasuriya,SL,2,11.00,84.61,556.0,27.60,4.46,37.0,Right-hand bat,Slow left-arm orthodox
58,Sanath Jayasuriya,ST Jayasuriya,Asia/SL,222,34.89,92.07,-,-,-,-,Left-hand bat,Slow left-arm orthodox
59,Mahela Jayawardene,DPMD Jayawardene,Asia/SL,361,34.52,79.67,102.0,-,3.47,-,Right-hand bat,Right-arm medium
60,Prasanna Jayawardene,HAPW Jayawardene,SL,5,5.40,61.36,1625.0,33.31,2.70,73.8,Right-hand bat,-
61,Jay Odedra,Jay Odedra,OMAN,-,-,-,5833.0,47.35,3.16,89.7,Right-hand bat,Right-arm offbreak
62,Kerry Jeremy,KCB Jeremy,WI,3,6.50,46.42,2658.0,38.54,3.04,75.9,Right-hand bat,Right-arm fast-medium
63,Karun Jethi,K Jethi,CAN,3,43.50,110.12,-,-,-,-,Right-hand bat,Right-arm offbreak
64,Joginder Sharma,Joginder Sharma,INDIA,3,35.00,116.66,858.0,60.14,2.94,122.5,Right-hand bat,Right-arm fast-medium
65,Howard Johnson,HR Johnson,USA,2,9.00,45.00,347.0,41.50,2.87,86.7,Right-hand bat,Right-arm medium-fast
66,Leon Johnson,LR Johnson,WI,6,16.33,56.00,5884.0,32.26,3.28,58.8,Left-hand bat,Legbreak
67,Mitchell Johnson,MG Johnson,AUS,91,16.11,96.35,-,-,-,-,Left-hand bat,Left-arm fast
68,Mark Johnson,MR Johnson,USA,2,10.00,105.26,181.0,48.00,3.18,90.5,Left-hand bat,-
69,Richard Johnson,RL Johnson,ENG,4,5.33,80.00,3962.9999999999995,26.33,3.22,48.9,Right-hand bat,Right-arm medium
70,Trent Johnston,DT Johnston,IRE,53,19.55,94.64,342.0,31.50,3.31,57.0,Right-hand bat,Right-arm fast-medium
71,Geraint Jones,GO Jones,ENG/PNG,43,24.62,77.17,102.0,-,3.17,-,Right-hand bat,-
72,Michael Jones,MA Jones,SCOT,8,35.12,70.07,10246.0,35.33,3.22,65.6,Right-hand bat,Right-arm offbreak
73,Malachi Jones,MO Jones,BMUDA,12,11.30,75.83,-,-,-,-,Right-hand bat,Right-arm medium-fast
74,Nigel Jones,NG Jones,IRE,9,14.80,72.54,954.0,59.36,4.10,86.7,Right-hand bat,Right-arm medium
75,Richard Jones,RA Jones,NZ,5,33.60,51.06,746.0,28.78,3.24,53.2,Right-hand bat,-
76,Simon Jones,SP Jones,ENG,1,1.00,50.00,1371.0,43.77,3.44,76.1,Left-hand bat,Right-arm fast-medium
77,Luke Jongwe,LM Jongwe,ZIM,19,14.75,77.88,120.0,34.50,3.45,60.0,Right-hand bat,Right-arm fast-medium
78,Christiaan Jonker,C Jonker,SA,2,15.50,93.93,114.0,62.00,3.26,114.0,Right-hand bat,Right-arm medium-fast
79,Mark Jonkman,MBS Jonkman,NL,9,11.80,74.68,2515.0,37.26,3.37,66.1,Right-hand bat,Right-arm fast
80,Maurits Jonkman,MMA Jonkman,NL,2,10.00,39.21,250.0,13.36,3.52,22.7,Right-hand bat,Right-arm medium
81,Sundeep Jora,S Jora,NEPAL,1,19.00,95.00,11391.0,22.32,2.63,50.8,Right-hand bat,-
82,Chris Jordan,CJ Jordan,ENG,23,12.14,88.08,-,-,-,-,Right-hand bat,Right-arm fast-medium
83,Alzarri Joseph,AS Joseph,WI,13,20.16,77.07,-,-,-,-,Right-hand bat,Right-arm fast-medium
84,Davis Joseph,D Joseph,CAN,3,-,54.16,1824.0,45.19,3.86,70.1,Right-hand bat,Right-arm medium-fast
85,Sylvester Joseph,SC Joseph,WI,9,16.62,50.00,1311.0,88.60,4.05,131.1,Right-hand bat,Right-arm offbreak
86,Sunil Joshi,SB Joshi,INDIA,1,19.00,82.60,2659.0,37.46,3.46,64.8,Left-hand bat,Slow left-arm orthodox
87,Dom Joyce,DI Joyce,IRE,3,9.66,51.78,13573.999999999998,25.77,2.48,62.2,Right-hand bat,-
88,Ed Joyce,EC Joyce,ENG/IRE,77,38.00,72.23,360.0,187.00,3.11,360.0,Left-hand bat,Right-arm medium
89,Jubair Hossain,Jubair Hossain,BDESH,1,5.00,55.55,-,-,-,-,Right-hand bat,Legbreak
90,Junaid Khan,Junaid Khan,PAK,31,4.85,53.54,-,-,-,-,Right-hand bat,Left-arm fast
91,Junaid Siddique,Junaid Siddique,BDESH,53,23.00,68.22,252.0,19.66,2.80,42.0,Left-hand bat,Right-arm offbreak
92,Junaid Siddiqui,Junaid Siddiqui,CAN,8,13.40,46.52,7077.0,47.85,3.44,83.2,Right-hand bat,Legbreak
93,Junaid Siddique,Junaid Siddique,UAE,4,5.00,29.41,6.0,-,0.00,-,Right-hand bat,Right-arm medium-fast
94,Junaid Zia,Junaid Zia,PAK,2,2.00,28.57,48.0,-,4.50,-,Right-hand bat,Right-arm medium-fast
95,Sandeep Jyoti,S Jyoti,CAN,13,22.00,59.72,-,-,-,-,Right-hand bat,Right-arm offbreak
96,Roy Kaia,R Kaia,ZIM,-,-,-,780.0,37.27,3.15,70.9,Right-hand bat,Right-arm offbreak
97,Mohammad Kaif,M Kaif,INDIA,110,32.01,72.03,4327.0,35.97,3.74,57.6,Right-hand bat,Right-arm offbreak
98,Abhijit Kale,AV Kale,INDIA,1,10.00,45.45,138.0,-,3.47,-,Right-hand bat,Right-arm offbreak
99,Kaleemullah,Kaleemullah,OMAN,3,1.00,28.57,570.0,71.66,4.52,95.0,Right-hand bat,Right-arm medium
100,Jacques Kallis,JH Kallis,Afr/ICC/SA,201,45.73,75.74,480.0,36.00,3.15,68.5,Right-hand bat,Right-arm fast-medium
101,Suraj Randiv,S Randiv,SL,18,17.50,73.29,6087.0,35.78,2.82,76.0,Right-hand bat,Right-arm offbreak
102,Romesh Kaluwitharana,RS Kaluwitharana,SL,40,25.54,66.50,96.0,47.00,2.93,96.0,Right-hand bat,-
103,Jimmy Kamande,JK Kamande,KENYA,70,17.25,62.99,-,-,-,-,Right-hand bat,Right-arm offbreak
104,Kamran Akmal,Kamran Akmal,PAK,138,26.09,83.94,6.0,-,2.00,-,Right-hand bat,-
105,Kamran Hussain,Kamran Hussain,PAK,1,-,133.33,90.0,-,1.60,-,Right-hand bat,Left-arm fast-medium
106,Kamran Shazad,Kamran Shazad,UAE,3,11.00,88.00,859.9999999999999,37.14,3.62,61.4,Right-hand bat,Right-arm medium-fast
107,Tafadzwa Kamungozi,TP Kamungozi,ZIM,11,5.40,49.09,54.0,28.00,3.11,54.0,Right-hand bat,Legbreak
108,Tinashe Kamunhukamwe,TS Kamunhukamwe,ZIM,6,15.50,69.40,150.0,-,1.16,-,Right-hand bat,Right-arm offbreak
109,Kenneth Kamyuka,K Kamyuka,CAN,1,2.00,100.00,8010.999999999999,22.95,3.38,40.6,Right-hand bat,Right-arm fast-medium
110,Thilina Kandamby,SHT Kandamby,SL,36,29.00,69.60,-,-,-,-,Left-hand bat,Legbreak
111,Arvind Kandappah,AL Kandappah,CAN,2,97.00,62.17,-,-,-,-,Right-hand bat,-
112,Chamara Kapugedera,CK Kapugedera,SL,84,21.09,72.04,4227.0,39.03,3.21,72.8,Right-hand bat,Right-arm medium
113,Karan KC,Karan KC,NEPAL,7,6.14,63.23,-,-,-,-,Right-hand bat,Right-arm fast
114,Morne Karg,M Karg,NAM,2,22.50,69.23,-,-,-,-,Right-hand bat,-
115,Aasif Karim,AY Karim,KENYA,2,-,0.00,1041.0,46.38,3.47,80.0,Right-hand bat,Slow left-arm orthodox
116,Irfan Karim,IA Karim,KENYA,9,44.00,75.86,438.0,134.00,3.67,219.0,Left-hand bat,Right-arm offbreak
117,Karim Janat,Karim Janat,AFG,1,9.00,27.27,1402.0,30.52,3.26,56.0,Right-hand bat,Right-arm medium
118,Karim Sadiq,Karim Sadiq,AFG,22,23.75,80.91,210.0,116.00,3.31,210.0,Right-hand bat,Right-arm offbreak
119,Dinesh Karthik,KD Karthik,INDIA,79,30.20,73.24,-,-,-,-,Right-hand bat,Right-arm offbreak
120,Murali Kartik,M Kartik,INDIA,14,14.00,70.78,-,-,-,-,Left-hand bat,Slow left-arm orthodox
121,Dimuth Karunaratne,FDM Karunaratne,SL,27,27.32,74.23,30.0,-,4.80,-,Left-hand bat,Right-arm medium
122,Kashif Raza,Kashif Raza,PAK,1,-,100.00,2727.0,34.81,2.52,82.6,Right-hand bat,Right-arm medium
123,Michael Kasprowicz,MS Kasprowicz,AUS,5,6.00,52.17,3440.0000000000005,34.79,2.97,70.2,Right-hand bat,Right-arm fast-medium
124,Friday Kasteni,F Kasteni,ZIM,3,6.00,42.85,48.0,-,3.87,-,Left-hand bat,Left-arm slow
125,Eion Katchay,E Katchay,CAN,3,11.50,56.09,443.0,38.00,4.11,55.3,Right-hand bat,Right-arm fast-medium
126,Simon Katich,SM Katich,AUS,42,35.78,68.74,42.0,17.00,2.42,42.0,Left-hand bat,Slow left-arm chinaman
127,Siddarth Kaul,S Kaul,INDIA,2,0.50,33.33,3816.0,39.83,3.75,63.6,Right-hand bat,Right-arm medium
128,Tharindu Kaushal,PHT Kaushal,SL,1,0.00,0.00,937.9999999999999,21.08,3.10,40.7,Right-hand bat,Right-arm offbreak
129,Stefan Kelly,SKW Kelly,BMUDA,6,-,45.16,-,-,-,-,Right-hand bat,Right-arm fast-medium
130,Justin Kemp,JM Kemp,Afr/SA,66,31.50,83.12,6.0,-,1.00,-,Right-hand bat,Right-arm fast-medium
131,Jon Kent,JC Kent,SA,-,-,-,84.0,34.00,2.42,84.0,Right-hand bat,Right-arm medium-fast
132,Alexei Kervezee,AN Kervezee,NL,36,28.00,73.15,-,-,-,-,Right-hand bat,Right-arm medium
133,Shaheed Keshvani,S Keshvani,CAN,2,10.50,55.26,105.0,26.66,4.57,35.0,Right-hand bat,Right-arm offbreak
134,Danie Keulder,D Keulder,NAM,6,22.00,60.00,-,-,-,-,Right-hand bat,Right-arm offbreak
135,Rob Key,RWT Key,ENG,5,10.80,40.00,180.0,44.00,2.93,90.0,Right-hand bat,Right-arm offbreak
136,Paras Khadka,P Khadka,NEPAL,10,35.00,79.14,6.0,-,9.00,-,Right-hand bat,"Right-arm medium-fast, Right-arm offbreak"
137,Subash Khakurel,SP Khakurel,NEPAL,5,18.80,50.53,24.0,-,3.25,-,Right-hand bat,-
138,Khaled Mahmud,Khaled Mahmud,BDESH,54,14.74,69.43,186.0,43.50,2.80,93.0,Right-hand bat,Right-arm medium
139,Khaled Mashud,Khaled Mashud,BDESH,82,24.96,54.84,-,-,-,-,Right-hand bat,-
140,Khalid Khan,Khalid Khan,HKG,2,2.50,62.50,306.0,20.50,2.41,51.0,Right-hand bat,Right-arm medium-fast
141,Khalid Latif,Khalid Latif,PAK,5,29.40,64.47,60.0,20.00,2.00,60.0,Right-hand bat,Right-arm offbreak
142,Khaliq Dad,Khaliq Dad,AFG,4,13.33,57.97,10720.0,27.51,3.09,53.3,Right-hand bat,Right-arm fast-medium
143,Zaheer Khan,Z Khan,Asia/INDIA,95,11.48,71.49,1860.0,39.68,3.20,74.4,Right-hand bat,Left-arm fast-medium
144,Usman Khawaja,UT Khawaja,AUS,39,42.00,84.09,-,-,-,-,Left-hand bat,Right-arm medium
145,Khawar Ali,Khawar Ali,OMAN,11,24.50,55.42,18.0,-,5.66,-,Right-hand bat,Legbreak
146,Amay Khurasiya,AR Khurasiya,INDIA,2,6.00,48.00,-,-,-,-,Left-hand bat,Slow left-arm orthodox
147,Khurram Chohan,Khurram Chohan,CAN,19,12.69,57.89,536.0,19.64,3.73,31.5,Right-hand bat,Right-arm fast-medium
148,Khurram Khan,Khurram Khan,UAE,16,41.57,80.27,-,-,-,-,Left-hand bat,Slow left-arm orthodox
149,Khurram Manzoor,Khurram Manzoor,PAK,7,33.71,62.93,2660.0,50.07,3.16,95.0,Right-hand bat,Right-arm offbreak
150,Khurram Nawaz,Khurram Nawaz,OMAN,2,26.00,53.06,-,-,-,-,Right-hand bat,-
151,Gary Kidd,GE Kidd,IRE,1,15.00,60.00,4223.0,76.77,3.92,117.3,Left-hand bat,Slow left-arm orthodox
152,Craig Kieswetter,C Kieswetter,ENG,40,30.11,89.93,664.0,108.00,3.90,166.0,Right-hand bat,Right-arm offbreak
153,Jason Kila,J Kila,PNG,6,13.50,85.71,138.0,104.00,4.52,138.0,Left-hand bat,Slow left-arm orthodox
154,Brandon King,BA King,WI,4,24.25,67.36,6.0,-,2.00,-,Right-hand bat,-
155,Reon King,RD King,WI,1,-,30.00,492.0,56.00,3.41,98.4,Right-hand bat,Right-arm fast-medium
156,Vivian Kingma,VJ Kingma,NL,-,-,-,144.0,-,4.08,-,Right-hand bat,Right-arm medium
157,Gary Kirsten,G Kirsten,SA,37,40.21,75.70,11592.0,28.10,2.58,65.1,Left-hand bat,Right-arm offbreak
158,James Kirtley,RJ Kirtley,ENG,2,1.00,18.18,-,-,-,-,Right-hand bat,Right-arm fast-medium
159,Heinrich Klaasen,H Klaasen,SA,16,41.08,94.80,492.99999999999994,35.28,3.00,70.4,Right-hand bat,-
160,Fred Klaassen,FJ Klaassen,NL,3,15.00,57.69,-,-,-,-,Right-hand bat,Left-arm medium-fast
161,Rory Kleinveldt,RK Kleinveldt,SA,7,15.00,84.67,-,-,-,-,Right-hand bat,Right-arm fast-medium
162,Feiko Kloppenburg,JF Kloppenburg,NL,6,27.50,62.26,330.0,77.33,4.21,110.0,Right-hand bat,Right-arm medium
163,Lance Klusener,L Klusener,SA,46,37.17,90.52,-,-,-,-,Left-hand bat,Right-arm fast-medium
164,Nick Knight,NV Knight,ENG,47,40.78,73.08,137.0,106.00,4.64,137.0,Left-hand bat,Right-arm medium
165,Virat Kohli,V Kohli,INDIA,239,59.33,93.25,1327.0,45.93,3.11,88.4,Right-hand bat,Right-arm medium
166,Bjorn Kotze,BL Kotze,NAM,4,9.00,52.94,-,-,-,-,Right-hand bat,Right-arm fast-medium
167,Deon Kotze,DB Kotze,NAM,6,16.40,60.74,-,-,-,-,Right-hand bat,Right-arm offbreak
168,JP Kotze,JP Kotze,NAM,8,37.37,88.72,6215.0,35.79,2.90,73.9,Left-hand bat,-
169,Jason Krejza,JJ Krejza,AUS,2,13.00,56.52,4158.0,59.56,3.35,106.6,Right-hand bat,Right-arm offbreak
170,Krishna Chandran,Krishna Chandran,UAE,10,16.75,48.90,2063.0,34.48,3.71,55.7,Right-hand bat,Right-arm medium-fast
171,Bradley Kruger,BP Kruger,NL,3,10.66,64.00,2217.0,43.86,3.56,73.9,Right-hand bat,Right-arm fast-medium
172,Courtney Kruger,CK Kruger,HKG,2,1.50,15.00,84.0,-,3.50,-,Right-hand bat,Right-arm offbreak
173,Garnett Kruger,GJP Kruger,SA,2,0.00,0.00,74.0,39.00,6.32,37.0,Right-hand bat,Right-arm medium-fast
174,Neil Kruger,N Kruger,NL,2,19.50,52.00,3746.0000000000005,44.71,2.79,96.0,Right-hand bat,Right-arm medium
175,Scott Kuggeleijn,SC Kuggeleijn,NZ,1,-,183.33,444.0,62.00,4.18,88.8,Right-hand bat,Right-arm fast-medium
176,Kosala Kulasekara,CKB Kulasekara,SL,3,12.66,52.77,4728.0,30.33,2.84,63.8,Right-hand bat,Right-arm fast-medium
177,Nuwan Kulasekara,KMDN Kulasekara,SL,123,15.43,81.46,252.0,33.50,3.19,63.0,Right-hand bat,Right-arm fast-medium
178,Kuldeep Yadav,Kuldeep Yadav,INDIA,21,13.11,62.76,-,-,-,-,Left-hand bat,Slow left-arm chinaman
179,Dhawal Kulkarni,DS Kulkarni,INDIA,2,-,96.42,2010.0,49.86,3.42,87.3,Right-hand bat,Right-arm medium
180,Nitish Kumar,NR Kumar,CAN,15,15.50,54.65,294.0,73.00,2.97,147.0,Right-hand bat,Right-arm offbreak
181,Bhuvneshwar Kumar,B Kumar,INDIA,52,14.21,74.82,3731.0,47.35,3.04,93.2,Right-hand bat,Right-arm medium
182,Praveen Kumar,P Kumar,INDIA,33,13.90,88.21,138.0,-,4.17,-,Right-hand bat,Right-arm medium
183,Lahiru Kumara,CBRLS Kumara,SL,6,5.66,37.77,2576.0,23.03,2.73,50.5,Left-hand bat,Right-arm fast
184,Anil Kumble,A Kumble,Asia/INDIA,34,10.09,50.56,-,-,-,-,Right-hand bat,Legbreak googly
185,Kushal Malla,Kushal Malla,NEPAL,2,39.00,104.00,885.0000000000001,38.83,3.15,73.7,Left-hand bat,Slow left-arm orthodox
186,Marnus Labuschagne,M Labuschagne,AUS,6,50.83,94.42,-,-,-,-,Right-hand bat,Legbreak
187,Suranga Lakmal,RAS Lakmal,SL,48,9.38,60.39,1734.0,55.41,3.25,102.0,Right-hand bat,Right-arm fast-medium
188,Chamila Gamage,MKGCP Lakshitha,SL,2,7.00,58.33,30.0,-,6.20,-,Right-hand bat,Right-arm fast-medium
189,Ajay Lalcheta,AV Lalcheta,OMAN,2,9.00,38.29,5380.0,51.81,4.16,74.7,Left-hand bat,Slow left-arm orthodox
190,Sher Lama,SB Lama,HKG,1,-,33.33,1607.0,27.96,3.13,53.5,Right-hand bat,Right-arm medium
191,Greg Lamb,GA Lamb,ZIM,14,17.90,51.70,2007.0,40.17,3.36,71.6,Right-hand bat,Right-arm offbreak
192,Clayton Lambert,CB Lambert,USA,1,39.00,46.42,1194.0,37.15,3.54,62.8,Left-hand bat,Right-arm offbreak
193,Sandeep Lamichhane,S Lamichhane,NEPAL,8,13.00,74.28,-,-,-,-,Right-hand bat,Legbreak googly
194,Roy Lamsam,JPR Lamsam,HKG,2,12.00,51.06,-,-,-,-,Right-hand bat,Right-arm medium
195,Charl Langeveldt,CK Langeveldt,SA,21,6.63,58.87,102.0,15.75,3.70,25.5,Right-hand bat,Right-arm fast-medium
196,Dave Langford-Smith,D Langford-Smith,IRE,17,15.77,106.76,483.0,46.33,3.45,80.5,Right-hand bat,Right-arm fast-medium
197,Brian Lara,BC Lara,ICC/WI,120,37.66,79.63,6.0,-,5.00,-,Left-hand bat,Legbreak googly
198,Tom Latham,TWM Latham,NZ,92,32.87,83.41,438.99999999999994,29.00,3.56,48.7,Left-hand bat,Right-arm medium
199,Ben Laughlin,B Laughlin,AUS,1,-,11.11,78.0,22.00,3.38,39.0,Right-hand bat,Right-arm fast-medium
